"","LD1A1","LD1A2","LD1A3","LD1A4","LD1A5","LD1A6","LD1A7","LD1B1","LD1B2","LD1B3","LD1B4","LD1B5","LD1B6","LD1B7","LD1C1","LD1C10","LD1C2","LD1C3","LD1C4","LD1C5","LD1C6","LD1C7","LD1C8","LD1C9","LD1D1","LD1D10","LD1D2","LD1D3","LD1D4","LD1D5","LD1D6","LD1D7","LD1D8","LD1D9","O22A1","O22A2","O22A3","O22A4","O22A5","O22A6","O22A7","O22A8","O22B1","O22B2","O22B3","O22B4","O22B5","O22B6","O22B7","O22B8","O22C1","O22C2","O22C3","O22C4","O22C5","O22C6","O22C7","O22C8","O22D1","O22D2","O22D3","O22D4","O22D5","O22D6","O22D7","O22D8","highN4A1","highN4A2","highN4A3","highN4A4","highN4A5","highN4A6","highN4A7","highN4A8","highN4B1","highN4B2","highN4B3","highN4B4","highN4B5","highN4B6","highN4B7","highN4B8","highN4C1","highN4C2","highN4C3","highN4C4","highN4C5","highN4C6","highN4C7","highN4C8","highN4D1","highN4D2","highN4D3","highN4D4","highN4D5","highN4D6"
"LD1B4",0.564518455200216,0.398217597241449,0.506931985879696,0.918364117952245,0.992681703861719,0.434830506837749,0.3973079315482,0.65734818662387,0.211758791183579,0.34380188251276,1,0.883639173377534,0.585284439944643,0.366301525247942,0.710497238103719,0.994402779508354,0.771585342040611,0.586097610061366,0.970499795613848,0.65442576509403,0.697024087401061,0.6028918863388,0.98519026991774,0.947912081619108,0.997474184645708,0.341127544100446,0.953691281594903,0.588940323054686,0.721869903052812,0.601821970611309,0.622662790417329,0.819741592724054,0.524512041174926,0.998634629993606,0.711507745057029,0.500096960082218,0.976039071750338,0.997524729340558,0.663218655794319,0.587966154003412,0.858576984051335,0.996405302731057,0.997580513547931,0.929489864264575,0.465648221063502,0.728692906946255,0.958124271952568,0.923262809601266,0.811733325699845,0.608610156929087,0.742812192668035,0.995852403343314,0.660155900349933,0.947219412174442,0.632745394253878,0.998501465082198,0.652534408502545,0.967061722613489,0.965333272365575,0.71817129216965,0.97812538465075,0.74418038923387,0.958101115265394,0.696260748041123,0.988241376095814,0.838974159378736,0.0498384944703254,0.213117412212092,0.12948183294175,0.162949916389794,0.0579607202927156,0.188125744196182,0.145164260267219,0.332711043400764,0.290564264160019,0.190604797139092,0.0524359798816409,0.100739379647282,0.381379695396427,0.234197730079925,0.092392364357344,0.179172774217819,0.113162511496542,0.220813529437728,0.0853407756030219,0.114801920266776,0.0585387775845784,0.235510796997525,0.0364006146506913,0.143212314623975,0.184060089950818,0.334785870431883,0.359169875412431,0.142267333345767,0.11036853132813,0.140149840235626
"LD1B5",0.798355126081862,0.73635030329442,0.834670193071745,0.99329198483927,0.902682923607638,0.715595964412147,0.74429072822169,0.852728462828767,0.409378697401894,0.610741657284386,0.883639173377534,1,0.872852350181437,0.706150018611494,0.932306076354242,0.890077224476309,0.963729578825235,0.823029377669856,0.937052195483427,0.87182212365196,0.918700440918982,0.891628456724663,0.881005731897211,0.981470235712109,0.884438512260613,0.697060056245375,0.974563999229295,0.825157709549169,0.949803947933458,0.842139680434298,0.894469100048893,0.983558446350299,0.829007741797541,0.897505962170259,0.888976810589932,0.806108091446859,0.921163984314117,0.878996466133474,0.878131529196636,0.869011714820115,0.930662199955245,0.89162094596091,0.881180854273549,0.942638130863018,0.799985927421783,0.903683965126413,0.888340328276054,0.939805762970494,0.968882487921839,0.826559120868919,0.945576527650264,0.883442357094438,0.867868767833496,0.93996357938345,0.899878574419044,0.875621546805104,0.864708419965113,0.934961076472529,0.926830163876059,0.892511286884819,0.879224548401897,0.935275857893262,0.909729602473463,0.880775703313967,0.879202913109043,0.981028047756991,0.409416574892625,0.600578785145657,0.515090680586718,0.505947860512689,0.421269857438932,0.58628271475706,0.525671425399648,0.6276209529445,0.596782460592379,0.562562934815095,0.471901098188579,0.462859323078729,0.601652550785917,0.593513169305344,0.5048902432075,0.529897145384646,0.523184087584293,0.478491445249963,0.437464483108486,0.467326860332233,0.476712457971274,0.506505429764864,0.390949712727921,0.503098479725281,0.541319463823068,0.629949776104642,0.592063351866295,0.549964502115294,0.521525512817765,0.490747099291252
"LD1B6",0.914912197414965,0.942278949226514,0.968733471458686,0.83321399050595,0.604735210500123,0.9020090884876,0.932337073100381,0.922953373860653,0.619068746206653,0.839145967590983,0.585284439944643,0.872852350181437,1,0.935063379268083,0.962508591970543,0.585878829344481,0.931178998040904,0.917979512230847,0.680344903801777,0.915524832919767,0.965124192735775,0.964394144813494,0.570470212439783,0.784982825776475,0.580427640648925,0.914316727399785,0.767101748074351,0.921214810524254,0.958158588537077,0.920558797107042,0.98169167256854,0.911264798975125,0.955030634978992,0.610927149520533,0.92297557202218,0.921078115703889,0.648003009575144,0.57064469176372,0.916144129880544,0.969631192593838,0.76150840710914,0.595104725287908,0.585001916224541,0.732911691638126,0.950317631465675,0.91465586578291,0.58823204456776,0.71582940328534,0.886110527392826,0.883115922473944,0.951253498282002,0.578179083124031,0.921168432248532,0.695688817000389,0.949062603717656,0.568230603177054,0.913416261329859,0.668223527909613,0.663380916905513,0.916724360257277,0.574509360324198,0.928218726104706,0.626176985874699,0.921234870386397,0.568849028289186,0.885419680012416,0.723662540416256,0.837769844704873,0.718428132133363,0.651874660154346,0.732131098468374,0.837866220971983,0.714241826418264,0.691438305424113,0.671026918447195,0.72573265736507,0.774480784376725,0.749269997694261,0.596048433021465,0.737281695180797,0.794545911805723,0.784044992713459,0.799166894999788,0.546442382722269,0.736782032217767,0.644898588452166,0.768337710763068,0.575143439742266,0.707438957309126,0.674948112479656,0.700583997777212,0.793445780885687,0.610580931732056,0.812202632419763,0.794245355962325,0.765539550707123
"LD1B7",0.871020664987515,0.93239200154393,0.916114179701977,0.649199201878254,0.387039691694821,0.894585663835062,0.939625158222347,0.852698615325329,0.743016857819121,0.933947493869677,0.366301525247942,0.706150018611494,0.935063379268083,1,0.849763899476162,0.367865969123227,0.79183179912786,0.881991741073604,0.472060233127269,0.860604653775109,0.865737810800961,0.894731118994415,0.354126024412057,0.592019605052813,0.360798254132769,0.935047239053925,0.565629464245836,0.883269927981949,0.843586393964365,0.882088022137709,0.885392819095361,0.76187269588378,0.921303494297644,0.392137912916451,0.834063080953804,0.860141471278686,0.433324725147271,0.351665839847165,0.857302253305182,0.886901767050064,0.574132188616979,0.376100116747959,0.365353004517987,0.526902325331227,0.912959289083904,0.83273104791646,0.376793317655335,0.510183487620315,0.749953596414524,0.84745837911379,0.8273812274287,0.35896768823907,0.861779829106516,0.487517022706734,0.873128726404016,0.348738342618734,0.867423040401585,0.456826148739541,0.450625411797405,0.832502926617921,0.359041970528747,0.825992351785011,0.414299402499832,0.838398069754603,0.351735420025342,0.736350040583862,0.827654911544752,0.854918098493333,0.701302602059192,0.613834029202665,0.83234395823475,0.860962185358788,0.687244063200059,0.611508665379108,0.599110362847884,0.689065049931769,0.831695244814944,0.842844614849221,0.505366434652516,0.693742511926537,0.852179384503603,0.856761983669179,0.838523217516301,0.497054103660959,0.834069416610197,0.63131189329456,0.819437850130913,0.517754325901391,0.820076251491729,0.651130829371202,0.668613863732357,0.817096097516841,0.528195261759759,0.846367752304377,0.84227824967182,0.851100892397497
"LD1C1",0.935341437042915,0.910454922839692,0.948082111346299,0.910057007745696,0.728506932695578,0.893673610432299,0.900503912033792,0.95236959010366,0.462020986952833,0.742018309231173,0.710497238103719,0.932306076354242,0.962508591970543,0.849763899476162,1,0.712695604791711,0.978522256194451,0.940552736498015,0.796067730063932,0.952209598067709,0.991119445627805,0.969446153887595,0.700199639430651,0.878146654456635,0.708293060906825,0.865215497686551,0.863765567796123,0.942831205896968,0.98625029776837,0.944548528793244,0.972863438253389,0.948393437656674,0.948563089530188,0.730514436392015,0.966883035899982,0.92719527727959,0.768417438650066,0.700902395208807,0.954920391932326,0.971489242540373,0.842967874434494,0.721470592568586,0.711269202946448,0.828972194947355,0.931777184692926,0.963486300687254,0.717250128609491,0.820743312300833,0.954401110252831,0.919406717209469,0.990350595470162,0.70868982693001,0.956128785523382,0.80838762039896,0.971023669061625,0.698382673715991,0.948819909602226,0.784784328475429,0.784277528602816,0.962336878044701,0.707207435259525,0.9804985354807,0.7510305155701,0.963452829694571,0.700808735234695,0.952396690403444,0.664096046097001,0.8002878380939,0.665339073976039,0.618122546013123,0.673738011390151,0.791210960602088,0.664294441221553,0.69250633701248,0.665918692798243,0.688162001322268,0.702292656227272,0.701164397728874,0.63354823567247,0.712143412647997,0.733006817451558,0.7484706284849,0.738360830128803,0.551048924854384,0.684887418708587,0.604943286270501,0.699579297015241,0.576195334790699,0.646075830499735,0.635621633377307,0.667246957992791,0.796057585132241,0.63720008948519,0.758068462536107,0.738948367836183,0.721900182125337
"LD1C10",0.563250275143108,0.39860061477725,0.510773134967658,0.923589088215795,0.999060161880592,0.434303181945277,0.400991896041482,0.654853643386617,0.21107911264367,0.344317310297379,0.994402779508354,0.890077224476309,0.585878829344481,0.367865969123227,0.712695604791711,1,0.778423590022271,0.589385125653122,0.980792559498093,0.661908220554327,0.697384495670136,0.610656903724427,0.997033623002298,0.953492804621464,0.998761644161908,0.34354659193057,0.960597578789594,0.591665488917145,0.725971304293548,0.60745227207487,0.621554623993799,0.82032234778562,0.529410916486712,0.990343443012556,0.709210244981991,0.500442130113222,0.978691644520384,0.99782870967667,0.667921244744974,0.586003693312306,0.855876077466885,0.992252833792337,0.988458405701078,0.923019127722395,0.467507659933624,0.728888080287761,0.978634556328234,0.929984849375792,0.822565412822361,0.611914902479129,0.742185194439409,0.997150083853287,0.662936097906913,0.954842152286877,0.639792530473851,0.996691433611751,0.656367400082332,0.978103950293866,0.975424253539895,0.720493591677941,0.989002517554569,0.74790598576655,0.975481305259063,0.698132883710868,0.996801094868101,0.848532407914858,0.0506311633959662,0.222267229692905,0.133725673994345,0.168874779806701,0.0591860656015064,0.196280156615119,0.149740464947409,0.345924167768298,0.305928136007598,0.200399506332537,0.053068476367337,0.105283446616416,0.405554385618837,0.247397441907376,0.0963152450245688,0.189174177323992,0.117915537752744,0.234015485278138,0.0891510970239629,0.119660799953151,0.059754837168653,0.247645573618945,0.0370329931340237,0.149557111863007,0.193006410059858,0.352469810688984,0.374226509482476,0.148411030598778,0.114807518612948,0.147161314215171
"LD1C2",0.868665673621404,0.844594274237871,0.914226404953751,0.950460595940797,0.793865697250696,0.809529946131144,0.843232238414693,0.897349063219097,0.435307623930355,0.677639176593781,0.771585342040611,0.963729578825235,0.931178998040904,0.79183179912786,0.978522256194451,0.778423590022271,1,0.886280287680219,0.864991795622181,0.911941067002967,0.961446647612911,0.955597126793789,0.770474595929577,0.927139548284645,0.773346166053421,0.79390889642293,0.918370354250371,0.887782483130118,0.986200931968791,0.894300268470615,0.943756685973542,0.969140603984642,0.906935775915454,0.789785855283213,0.923711120840993,0.898390429677766,0.832591250195836,0.766571007391538,0.917514704896032,0.933379356601267,0.890642463613251,0.785017157669765,0.771828486679761,0.879326463607219,0.888492430414678,0.932007903003496,0.795679690755694,0.884046990712364,0.975478754964297,0.882607706090429,0.974382592838943,0.777127849919974,0.914211639419511,0.876567984314193,0.946962149377088,0.763305844696347,0.909120651012993,0.851405059470143,0.855099527087855,0.928656367157934,0.78496707150267,0.969312239475597,0.828489432702053,0.921511823464907,0.772924135385803,0.975793812151112,0.55086780355862,0.75554311288423,0.649793055785671,0.628045922036027,0.563534065875046,0.740825623390283,0.65428912822758,0.731467320745151,0.703152833898642,0.690461257955389,0.624634653191183,0.604617992882424,0.707046153275908,0.723792434781729,0.659385617383646,0.667216717874828,0.679565052026955,0.590654057531445,0.580973448535084,0.599016218898665,0.632200021727081,0.61507589564256,0.531724994813867,0.633838059282197,0.67166009862206,0.759436626261257,0.695848357908112,0.702885470493034,0.676745700452295,0.629841566687074
"LD1C3",0.980174791357351,0.938743468111998,0.920677609394322,0.794393825197406,0.603100074450204,0.965947130935985,0.928168402001928,0.973633525798515,0.4720427171407,0.816200766154351,0.586097610061366,0.823029377669856,0.917979512230847,0.881991741073604,0.940552736498015,0.589385125653122,0.886280287680219,1,0.670323215355815,0.982431557391821,0.957128677918035,0.926419937936305,0.579018536976329,0.760856206448097,0.584187356586907,0.907248754908702,0.738890031962286,0.991590403585119,0.914637846011199,0.985974691484694,0.916777721643685,0.84470514537479,0.946480981158421,0.602686367760084,0.970156544663806,0.873833201247368,0.629193887094672,0.576466779947402,0.978685378579906,0.91977419833982,0.687891955260504,0.590757465685543,0.581867773277011,0.675898519650278,0.90252299638687,0.970430773957497,0.58992871366569,0.669078386395514,0.867310676374885,0.955101470883913,0.919695054023365,0.582194654045807,0.98568087616709,0.662963980267231,0.934706091299374,0.574264413650917,0.980195137525802,0.646746144080226,0.647234024692246,0.972068633428678,0.582462274435931,0.945285938520737,0.61648697759943,0.974692590004876,0.577667656944644,0.854551221807839,0.804414412616879,0.798243866337033,0.564137496095037,0.492634056966094,0.806263714876363,0.790851695042391,0.555655442782986,0.55081184482715,0.526280704790368,0.57401910041709,0.72343067279188,0.822313410766375,0.505848570634126,0.599829372138602,0.765404366099579,0.854291529254216,0.738605810989733,0.429828687025402,0.820930929603366,0.502852219393462,0.704769666143639,0.446982692946749,0.792534358412252,0.526763458449586,0.554739123997229,0.866041945101274,0.502181871517556,0.757694002282038,0.756096262805896,0.84280552828062
"LD1C4",0.640729677683046,0.506893898082214,0.619850643737829,0.962827549572069,0.984525239040895,0.523343391945897,0.512397591982343,0.720374475534296,0.264415482383331,0.42362840797536,0.970499795613848,0.937052195483427,0.680344903801777,0.472060233127269,0.796067730063932,0.980792559498093,0.864991795622181,0.670323215355815,1,0.736967121859461,0.775412350499468,0.714786212658113,0.982163866072273,0.983475413341001,0.978452908118218,0.451549506825783,0.988494557839949,0.672096888596494,0.812849920695464,0.687894703626773,0.710157430402494,0.879574282475383,0.63212478416361,0.970713525674781,0.77110753986725,0.605961011370031,0.978756485887596,0.975902469807809,0.742866186039014,0.678401591096518,0.89302132781979,0.974507917148259,0.965174391364267,0.939972168085184,0.576284445427926,0.793044486175743,0.983551529833018,0.959713972367921,0.89316187098123,0.690236781017721,0.815297266434603,0.981435552253993,0.737086905465146,0.980471923751896,0.731217807383344,0.973941994742452,0.731066472531096,0.988247380294592,0.993901846774686,0.786106079972377,0.988352795090643,0.824155845485828,0.990002633614713,0.765714267979367,0.984512318454912,0.912218789637092,0.157402714435862,0.368623887956832,0.2682548096391,0.300303238847896,0.16868537178033,0.341906556692424,0.2839252026601,0.479959051729339,0.444585949234812,0.34279932845108,0.18228899746558,0.223026968901542,0.554541735603964,0.397568510218499,0.231705706851025,0.313453562262591,0.256757280792818,0.361158182541306,0.201562198127567,0.24909312792251,0.191938722745101,0.375709537970817,0.141035739424388,0.283721807345497,0.332785339023247,0.4868779399532,0.5096035899601,0.288715984553884,0.252332939621536,0.265382942537893
"LD1C5",0.963157887476556,0.909669305022802,0.914530045672729,0.845290429165832,0.67591872853553,0.934730484155148,0.911212957838371,0.967686682848553,0.455186822844213,0.787497037374353,0.65442576509403,0.87182212365196,0.915524832919767,0.860604653775109,0.952209598067709,0.661908220554327,0.911941067002967,0.982431557391821,0.736967121859461,1,0.963690772077422,0.935544613723304,0.65420140137105,0.817342463582542,0.655065299401637,0.885717616863887,0.796353960893378,0.981475354701331,0.934765996891149,0.989502309038997,0.91893512032455,0.880794156179147,0.94420758363808,0.669036061714913,0.972298952735109,0.871387196214688,0.698314283989594,0.647998705386206,0.989537260487601,0.921115183519385,0.742940397059757,0.660119740330112,0.649325053408716,0.735135979883107,0.896187842801356,0.980408182296383,0.667046983006005,0.733749697855773,0.907418423410231,0.957272989427276,0.937998334307569,0.653390808706685,0.985013589829505,0.730408037489967,0.953091789724265,0.644825083336158,0.984907765216645,0.718485604638773,0.71618149952242,0.975469315374301,0.655641583934466,0.963829900832363,0.691159860872735,0.975776789548937,0.651556504188822,0.89835868240041,0.751739475923,0.775839541954079,0.555337849058077,0.4939360580354,0.755870008281651,0.766358492895555,0.549910084244927,0.567796377580987,0.543701388192348,0.576036773523182,0.688735051641692,0.782763145538841,0.533495734910902,0.605703399360642,0.733915620998115,0.822753566998177,0.709209701023544,0.441918639934141,0.770878407169013,0.497403838521599,0.671220205288659,0.459635019326715,0.73828219505585,0.523099202023142,0.555852208480384,0.850850533847031,0.524950499122456,0.732847064915785,0.726407290891381,0.803004733794806
"LD1C6",0.95191409271047,0.925148322083651,0.949436662400159,0.895613078538296,0.712547832822501,0.918193551240643,0.912569086212879,0.967611463096801,0.473855663393076,0.765311324875077,0.697024087401061,0.918700440918982,0.965124192735775,0.865737810800961,0.991119445627805,0.697384495670136,0.961446647612911,0.957128677918035,0.775412350499468,0.963690772077422,1,0.963795902262904,0.683692891763242,0.861614207617225,0.693418583293887,0.884749878932064,0.845306245041041,0.95931250787387,0.977478334453356,0.958728772015242,0.975857894518318,0.938403129952009,0.952960114155001,0.71677935713552,0.976986265874004,0.913902149919442,0.746189901132945,0.685563569640923,0.964270720355134,0.970213841071248,0.814313998964611,0.704686589517972,0.696161535858529,0.804471239646038,0.929021023814927,0.972880973355415,0.694277100496021,0.791803869643554,0.937727124245484,0.927255922630367,0.983317937549343,0.691773691538249,0.968759414570149,0.781096706655047,0.967783562150671,0.683682380386868,0.960615981113315,0.761741136645072,0.759704396219232,0.972640930121964,0.686892869965812,0.977459902437855,0.725713972658974,0.975595890836526,0.68328607174775,0.935894129686994,0.694161866992004,0.791235201715019,0.633060405705649,0.5763524353912,0.701811812633927,0.783863805152069,0.629829757137839,0.644912546984721,0.617665497545114,0.649790359017891,0.70242075964793,0.723068303068196,0.581700146574031,0.671419578354743,0.733223413706238,0.76605453765732,0.732072397003167,0.505299178003979,0.713097674123758,0.569870168142732,0.694414818338557,0.528549932026915,0.677368868426429,0.598200681829606,0.628874586128193,0.801008991559693,0.587441908064246,0.750266541579468,0.73421992238825,0.74430640174781
"LD1C7",0.905922621841941,0.934585377849212,0.97960276533577,0.858236372892176,0.630691521116254,0.884946135278863,0.951192042204673,0.906907029923811,0.474880764116327,0.7508314953577,0.6028918863388,0.891628456724663,0.964394144813494,0.894731118994415,0.969446153887595,0.610656903724427,0.955597126793789,0.926419937936305,0.714786212658113,0.935544613723304,0.963795902262904,1,0.600149317946981,0.814011776289908,0.60215643452988,0.916092035442478,0.793769821266376,0.926726129873219,0.980349027828246,0.935335332422506,0.970129664823365,0.932486641712456,0.975024784536402,0.627527593272665,0.916839355776192,0.944171495500452,0.679499555932613,0.593888795010241,0.938561312468135,0.96764775268374,0.797090395734527,0.617863837836525,0.602786562967401,0.757268160697253,0.959909558591967,0.928161938621499,0.630217889117953,0.752876958201963,0.928675037699203,0.915836485974336,0.956628303301539,0.603267151786619,0.930452812403691,0.734651693358468,0.976274912398357,0.589350682766006,0.937653578523262,0.704625965285117,0.698819065987779,0.917301975491306,0.608664768516152,0.955268878971554,0.668094238170753,0.918087625576692,0.598676075017333,0.919515088227585,0.720218676349568,0.865344344129716,0.751540511742562,0.696677244500995,0.730475646968621,0.860835254020674,0.748907093102364,0.747621441984382,0.726743363949968,0.767853643689364,0.788730296289269,0.761655286338679,0.667927840448566,0.784442280154059,0.813137351831744,0.800592651999244,0.821445740621121,0.607667544422588,0.738617243329328,0.687321343864919,0.789468835143195,0.63438014745128,0.7048441353386,0.717610523627559,0.744812685595365,0.827111170017463,0.675961690975183,0.837953627274353,0.823699713054373,0.773567351480715
"LD1C8",0.549930175769451,0.383550265848434,0.496647112690876,0.915585583426515,0.996808115820084,0.421120993707816,0.387585911541237,0.641242553897269,0.20323668916654,0.334057901196166,0.98519026991774,0.881005731897211,0.570470212439783,0.354126024412057,0.700199639430651,0.997033623002298,0.770474595929577,0.579018536976329,0.982163866072273,0.65420140137105,0.683692891763242,0.600149317946981,1,0.947577195483251,0.994137127016524,0.328767599872826,0.955984729444749,0.580988028066811,0.714300225174091,0.598145730836026,0.604686616338268,0.80570213736431,0.517461654496497,0.978856102593174,0.695675419360774,0.484348520742529,0.972786631746497,0.993084784162036,0.658345717550829,0.56877731059539,0.841815346038783,0.983930512011947,0.976901919270672,0.907949165907787,0.451960916102558,0.717269063435695,0.987723250588088,0.925590234529253,0.81788588336151,0.601992356522994,0.727521158057929,0.993394465648925,0.652804687498992,0.952674121482203,0.629177512275834,0.990864581134589,0.64656417552769,0.977991870744411,0.976525379939339,0.710781447393518,0.993136726705358,0.73791270602694,0.981506615767399,0.687867726520921,0.998313469196491,0.842744254228279,0.0390954465450204,0.215727942326035,0.120363273348099,0.158304116659161,0.0479112558124514,0.188623611108329,0.136299148830408,0.342510394386578,0.30496974190053,0.192408512732547,0.0373948085182226,0.096792599740922,0.419836295319886,0.243936655319967,0.0842051399233119,0.185585965458609,0.106410939983888,0.234599268528244,0.0806655591056461,0.108551879220435,0.0443274803504927,0.24599070459996,0.0254732382182479,0.139095373884776,0.185436780332321,0.358210199423708,0.378535635934724,0.137860820353605,0.102659018441136,0.141269047357179
"LD1C9",0.734490317251394,0.631349599948624,0.736233562246803,0.993796711094494,0.960972986223956,0.631495044857067,0.637224073188816,0.80314051558263,0.325844760272036,0.517000239090704,0.947912081619108,0.981470235712109,0.784982825776475,0.592019605052813,0.878146654456635,0.953492804621464,0.927139548284645,0.760856206448097,0.983475413341001,0.817342463582542,0.861614207617225,0.814011776289908,0.947577195483251,1,0.950462042022214,0.582114587287434,0.997832520258769,0.763041889303858,0.894282669727383,0.777493296103615,0.814192130486791,0.946888779319918,0.74187396105137,0.955429289212468,0.847303017835666,0.715136046393645,0.96691681288581,0.946611167802458,0.823706438517715,0.7848263166231,0.925691799032884,0.952804518898421,0.94441556207467,0.958449136512019,0.695451403730782,0.864961606694687,0.947852436323736,0.962892582941548,0.943319962348051,0.772539977489664,0.894775485617479,0.950919114957608,0.817596661220419,0.973691276312324,0.824736488505396,0.944494446738934,0.81309439971207,0.975898511133252,0.974533529625155,0.855730260046419,0.948917156165468,0.894105025656566,0.96187911711067,0.839117322993601,0.948466065245798,0.960065747055566,0.288776439019359,0.486761179813338,0.389979756722142,0.399335266627994,0.299836003191238,0.465732599826821,0.402442170421423,0.550364916558775,0.514678657696665,0.448531114742174,0.329756180285379,0.347002741980242,0.569990987289441,0.490514132816713,0.370121066360686,0.425201578995069,0.392752144769739,0.414744234074229,0.325371938508513,0.355634791011852,0.336973176888649,0.436040110952233,0.272495748198135,0.390650456291676,0.433420357871594,0.561136177653188,0.545971073370565,0.421358257622228,0.388650444703229,0.382572689548685
"LD1D1",0.560008518665985,0.392509690417939,0.503133844772196,0.919754218212413,0.997259142037202,0.430003414873964,0.392823705664301,0.6526126452462,0.208063025994173,0.339801031533375,0.997474184645708,0.884438512260613,0.580427640648925,0.360798254132769,0.708293060906825,0.998761644161908,0.773346166053421,0.584187356586907,0.978452908118218,0.655065299401637,0.693418583293887,0.60215643452988,0.994137127016524,0.950462042022214,1,0.335369641010832,0.957949803475107,0.586812762730456,0.720087770141527,0.600985231755632,0.616660097638828,0.815555581004726,0.521552010014012,0.993972837239262,0.707026009385962,0.494134886880401,0.977823093978061,0.999083383898076,0.662090383472887,0.581270395147177,0.85381654916899,0.994583504512105,0.992851357579316,0.923658369036792,0.460221705008642,0.725423076898252,0.972419638031689,0.927266464427744,0.815549271508766,0.606265054002094,0.738588450897169,0.99864983986711,0.658481149128798,0.952328144999763,0.631732597088772,0.999188394904451,0.650957203129779,0.974009103232323,0.973930516620986,0.717221889744542,0.987988185272363,0.743163234321828,0.970428513967352,0.694876998599142,0.995714851190855,0.842050738165518,0.0442404078238386,0.213666203416204,0.124802297121036,0.160356434155608,0.0526440097183808,0.187657657291189,0.140748587714006,0.33689303079973,0.296190628529256,0.190463243223599,0.0447195944108501,0.0977643942792703,0.397887470732504,0.237679744394423,0.0875454576231659,0.180758958790167,0.109104768313508,0.22610941481743,0.0822506034892656,0.111167795716665,0.0512094987572922,0.239504102658921,0.0305609085828289,0.140560404824914,0.183780346875596,0.343875550806875,0.367254474546026,0.13919251304843,0.105729343266298,0.139456483960952
"LD1D10",0.894147710434206,0.968314266239666,0.949738886338821,0.644659772227927,0.36400462330478,0.926406665441572,0.977292441490891,0.869752727699607,0.49883588176755,0.800726064973409,0.341127544100446,0.697060056245375,0.914316727399785,0.935047239053925,0.865215497686551,0.34354659193057,0.79390889642293,0.907248754908702,0.451549506825783,0.885717616863887,0.884749878932064,0.916092035442478,0.328767599872826,0.582114587287434,0.335369641010832,1,0.551004884336208,0.908613253732411,0.858192211367777,0.910532481317091,0.91217601704564,0.769331020996032,0.953974187325797,0.368848015919019,0.848232652742268,0.877179756550958,0.410969671928844,0.325323898308759,0.879734988404152,0.91287195450414,0.565445275701471,0.350899493496221,0.339830702097242,0.512296353205423,0.936301477248613,0.848656300444284,0.351809177653945,0.492819511280238,0.75228451229158,0.85892358209563,0.841098728026275,0.332455790091722,0.881841589606244,0.468422217645039,0.901229647522132,0.322366083558989,0.885536647162973,0.437118213762846,0.428867253687511,0.843477083653484,0.33202075431121,0.838618156757447,0.391514843865464,0.85408633232818,0.325227641029094,0.73988573547974,0.881781282494613,0.89372651019333,0.728833109879048,0.631472148735502,0.885722079300772,0.900746380932697,0.716984081002527,0.62057215397809,0.611442367572816,0.716626712188416,0.883949636534595,0.897295518914331,0.504765193464295,0.716739340386784,0.900904017726658,0.904992545269604,0.88298190270703,0.498468466473433,0.889667353243739,0.653331350541177,0.865780312109751,0.522034987494305,0.875755767105785,0.673864591539951,0.690163888340262,0.851708915567753,0.526452580177214,0.890308389991218,0.887060219524136,0.900777905999583
"LD1D2",0.714422824065663,0.607014137590398,0.713393594616001,0.990355130996879,0.967438313065539,0.60771685275885,0.608940743840336,0.784983744107575,0.316222043061493,0.496030046467942,0.953691281594903,0.974563999229295,0.767101748074351,0.565629464245836,0.863765567796123,0.960597578789594,0.918370354250371,0.738890031962286,0.988494557839949,0.796353960893378,0.845306245041041,0.793769821266376,0.955984729444749,0.997832520258769,0.957949803475107,0.551004884336208,1,0.7411319645052,0.879605751925729,0.754315280211714,0.796167406475239,0.935399821106486,0.716881963149271,0.959797260446909,0.831252231848528,0.696804665910145,0.972194195606424,0.9538955139726,0.803157202405688,0.765236199728879,0.92347310953416,0.958733496854321,0.950071947630904,0.958846979556417,0.671666165403524,0.847539325938,0.956811603248039,0.966451996342202,0.933448221938647,0.752106604138782,0.880659497445054,0.958662307358458,0.798020362906919,0.977788592685657,0.803774415362838,0.95181549433567,0.791750430482925,0.980790944847148,0.981183377344489,0.84084003278653,0.958101906708032,0.879281740641802,0.969496803518001,0.823259636396699,0.956982688402258,0.95060083452521,0.254600506729417,0.459891640707164,0.369805336676665,0.385436216451349,0.265702187916709,0.437926989317058,0.383294235189114,0.542026388456492,0.505252915039712,0.430312362899195,0.297250890957737,0.312772662502965,0.567870147518006,0.473936837793643,0.337708357325064,0.393384573465758,0.362790379845101,0.408415292388753,0.291716978965969,0.338138673011726,0.306166888106216,0.429425537257976,0.23720552357573,0.373550514125779,0.416468119037533,0.536959833669269,0.541357962969095,0.391695979212802,0.358503833677868,0.349679096300916
