Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
LD1D5	(1, 32.864232362924184)	(2, 32.73814493156515)	(3, 32.966339647662096)	(4, 33.06017181339931)	(5, 32.53430850524242)	(6, 33.13232918963078)	(7, 33.093975664373396)	(8, 31.975246011751928)	(9, 32.151578928283826)	(10, 31.610247345447547)	(12, 30.9887030876829)	(14, 28.76411148837198)	(16, 33.10363937406336)	(18, 29.76890901056671)	(20, 33.23980809290218)	(22, 26.268467984373483)	(24, 29.606333223453152)	(26, 29.548225009520536)	(28, 29.30956957097805)	(30, 32.19540558011681)	(32, 29.49463453199312)	(34, 24.66009397148913)	(36, 27.097717031904452)	(38, 32.23094167947494)	(40, 32.3072657894586)	(42, 32.31701842251009)	(44, 32.32822241353395)	(46, 32.36730288265776)	(48, 32.41678193816078)	(50, 32.38562803187241)	(52, 32.371497051377894)	(54, 32.489918196434544)	(56, 32.59614843910657)	(58, 32.77066791214475)	(60, 32.966405830859614)	(62, 31.975562605574048)	(64, 32.89397987038264)	(66, 32.66375107275299)	(68, 28.294314436090637)	(70, 32.591684393447686)	(72, 32.80542620683887)	(74, 24.22995742793381)	(76, 28.627946043455783)	(78, 25.05417193780155)	(80, 24.81445870434981)	(82, 24.67858550892351)	(84, 28.30797805410681)	(86, 29.348655976433584)	(88, 29.49771301902203)	(90, 28.021914284177154)	(92, 28.332706393719413)	(94, 29.30208066198256)	(96, 29.144703469624925)	(98, 27.862696278542124)	(100, 32.47074665862727)
LD1D6	(1, 32.847088369374156)	(2, 32.640638450025634)	(3, 32.944762555724196)	(4, 33.00581006881605)	(5, 32.68403557372551)	(6, 33.09088643467656)	(7, 32.980816065119555)	(8, 32.101924886963026)	(9, 32.186940827917134)	(10, 31.79078423854252)	(12, 31.35081400046367)	(14, 29.571169479941858)	(16, 33.21350514494958)	(18, 30.325985141812808)	(20, 33.271854849842924)	(22, 26.352307316575637)	(24, 29.649471848270593)	(26, 29.529294134329472)	(28, 29.261633806294824)	(30, 32.056212377429475)	(32, 29.625280761048614)	(34, 24.356813258198653)	(36, 27.061861501446632)	(38, 32.142731714174786)	(40, 32.20710021808138)	(42, 32.21833884696651)	(44, 32.22892643235898)	(46, 32.276753965098564)	(48, 32.36027050858495)	(50, 32.3840071248369)	(52, 32.404378726143435)	(54, 32.50923968378564)	(56, 32.603600871074704)	(58, 32.61223570318624)	(60, 32.848065742884195)	(62, 31.936695939350912)	(64, 32.59070842075697)	(66, 32.640855241114224)	(68, 28.395222031010782)	(70, 32.679424349570965)	(72, 32.91354508567004)	(74, 24.487803647443723)	(76, 28.638529435632865)	(78, 25.346956775748886)	(80, 24.74097898317811)	(82, 24.64241620171933)	(84, 25.98912600737396)	(86, 28.869296911662296)	(88, 29.358112292986927)	(90, 28.23416301066338)	(92, 27.97387782330805)	(94, 29.108538646411276)	(96, 28.947310412783274)	(98, 27.940079411843687)	(100, 32.390998700637304)
LD1D7	(1, 32.846037417322314)	(2, 32.735963193942595)	(3, 32.94662127383723)	(4, 33.05285899565717)	(5, 32.59183489465555)	(6, 33.182282149919324)	(7, 33.05769409865582)	(8, 31.901908566052025)	(9, 32.04291004745109)	(10, 31.45761545230934)	(12, 30.912365699062633)	(14, 28.72806830212246)	(16, 33.20326769243937)	(18, 29.587175030924794)	(20, 33.1931762089304)	(22, 25.89698164987803)	(24, 29.650878035589493)	(26, 29.54025693983356)	(28, 29.29790869454142)	(30, 32.24599545161898)	(32, 29.587808277723866)	(34, 24.593017311202566)	(36, 27.1310542962622)	(38, 32.227276678427664)	(40, 32.287969947748905)	(42, 32.305336799331904)	(44, 32.3010070349562)	(46, 32.32871548232512)	(48, 32.38502337005688)	(50, 32.37842441833716)	(52, 32.37962118104278)	(54, 32.470725712747914)	(56, 32.5621452289123)	(58, 32.76306451092188)	(60, 32.981287060093976)	(62, 31.914432615252593)	(64, 32.896249824642034)	(66, 32.70821267587071)	(68, 28.382671679093466)	(70, 32.66118347010234)	(72, 32.81863863073143)	(74, 24.226867369894208)	(76, 28.411163575785803)	(78, 24.876468152973867)	(80, 24.858676003025938)	(82, 24.797226796396767)	(84, 27.823349170886512)	(86, 29.248916532008803)	(88, 29.627339980521565)	(90, 28.05924700232199)	(92, 28.452973673945863)	(94, 29.411877055818717)	(96, 29.250608637167204)	(98, 27.915223843828752)	(100, 32.44636925297373)
LD1D8	(1, 32.90109701886993)	(2, 32.79797148037101)	(3, 32.97767392054465)	(4, 33.094111021161105)	(5, 32.594105338158286)	(6, 33.2122592044917)	(7, 33.06789739701899)	(8, 31.84645896251886)	(9, 31.997249901086022)	(10, 31.373415661804607)	(12, 30.805441052326366)	(14, 28.51267878974423)	(16, 33.214838230777566)	(18, 29.422801926458916)	(20, 33.185987711682316)	(22, 25.762869257809932)	(24, 29.63688264096495)	(26, 29.580906483523844)	(28, 29.39764423133049)	(30, 32.27635976698735)	(32, 29.53525842208554)	(34, 24.708349995959566)	(36, 27.121855237038417)	(38, 32.2244901518646)	(40, 32.29619358922184)	(42, 32.308825346814395)	(44, 32.292570658325985)	(46, 32.32033874739979)	(48, 32.360725521981024)	(50, 32.34207231039231)	(52, 32.347030040165464)	(54, 32.47642029198833)	(56, 32.5982736502219)	(58, 32.77781163304907)	(60, 32.97593311857608)	(62, 31.88110142508931)	(64, 32.903707245673615)	(66, 32.641886671259485)	(68, 28.38546191851169)	(70, 32.5948292437755)	(72, 32.771010791297044)	(74, 24.124102511333327)	(76, 28.184102746859917)	(78, 24.897591197754537)	(80, 24.778797520457722)	(82, 24.51996919403231)	(84, 28.459414698903316)	(86, 29.464369310760866)	(88, 29.801858200312857)	(90, 28.09225703180714)	(92, 28.497414469687293)	(94, 29.3471075713244)	(96, 29.338148411214682)	(98, 27.742647178796354)	(100, 32.40952328920131)
LD1D9	(1, 32.95366528312353)	(2, 32.82550957710305)	(3, 32.97673095852103)	(4, 33.096293191510156)	(5, 32.688401547221964)	(6, 33.20883959898993)	(7, 33.113970361225704)	(8, 32.001949347927834)	(9, 32.13778022887747)	(10, 31.618253296923868)	(12, 31.102220384315068)	(14, 28.974886441043378)	(16, 33.27250807891453)	(18, 29.844986484263757)	(20, 33.26397055438091)	(22, 26.17405451647871)	(24, 29.676091704131018)	(26, 29.51786875375689)	(28, 29.32727874904775)	(30, 32.22760374776061)	(32, 29.54478984634032)	(34, 24.532164410619487)	(36, 27.03336318960293)	(38, 32.32678215629969)	(40, 32.41159795182652)	(42, 32.45357902346689)	(44, 32.39827287795694)	(46, 32.44271817954135)	(48, 32.53709476625794)	(50, 32.54372446441032)	(52, 32.575964196319156)	(54, 32.64134389408117)	(56, 32.71782066552573)	(58, 32.78806809635206)	(60, 32.98157227703398)	(62, 32.111815933347586)	(64, 32.934890474124416)	(66, 32.65938957323559)	(68, 28.25001240532888)	(70, 32.55969376654246)	(72, 32.806236695740694)	(74, 24.230218242530924)	(76, 29.080045593713585)	(78, 25.073443989766595)	(80, 24.78803970835305)	(82, 24.71783112741071)	(84, 28.373563861067495)	(86, 29.313910847221656)	(88, 29.620280461989765)	(90, 28.181563202130814)	(92, 28.335452070625806)	(94, 29.24618237110799)	(96, 29.178533657826115)	(98, 27.834150138231475)	(100, 32.43412463254359)
O22A1	(1, 32.883852469060166)	(2, 32.62965329566335)	(3, 32.95078799723357)	(4, 33.02358097167193)	(5, 32.72134648275364)	(6, 33.10460851390737)	(7, 33.010056696613525)	(8, 32.15964598098959)	(9, 32.2765622742751)	(10, 31.870825825590725)	(12, 31.45314941204837)	(14, 29.765636063039164)	(16, 33.235848020601416)	(18, 30.493197838895004)	(20, 33.28629030967403)	(22, 26.369066072921626)	(24, 29.655158645824873)	(26, 29.561399261818067)	(28, 29.199166652550353)	(30, 32.026559178362355)	(32, 29.59249259623317)	(34, 24.372374545620133)	(36, 26.968555416309016)	(38, 32.165234034504536)	(40, 32.23558814795175)	(42, 32.25771329946059)	(44, 32.27582863497878)	(46, 32.33815007524546)	(48, 32.42480370544017)	(50, 32.4431157146458)	(52, 32.46733569099939)	(54, 32.56692784778519)	(56, 32.65914541484884)	(58, 32.62497957880106)	(60, 32.86732515607386)	(62, 32.09309166595789)	(64, 32.74839881655916)	(66, 32.640735820503906)	(68, 28.424752310762397)	(70, 32.67327816213108)	(72, 32.93172541166399)	(74, 24.51247961456459)	(76, 28.54181316175836)	(78, 25.410805697656365)	(80, 24.80418251036307)	(82, 24.321526522861127)	(84, 25.666760374308176)	(86, 28.23263108449847)	(88, 29.50863906269936)	(90, 28.354697586172765)	(92, 27.877379506422937)	(94, 28.770355935737662)	(96, 29.00474543136977)	(98, 28.027489243163167)	(100, 32.41992843740454)
O22A2	(1, 32.869852481149366)	(2, 32.66427048189855)	(3, 32.97676839665086)	(4, 33.02179620037142)	(5, 32.71060395606689)	(6, 33.147012215542425)	(7, 33.043959429166605)	(8, 32.16142789052505)	(9, 32.210668038030256)	(10, 31.821226068168606)	(12, 31.383878787055814)	(14, 29.578558888328516)	(16, 33.246120187862644)	(18, 30.32291821597837)	(20, 33.288170080927)	(22, 26.338576636611943)	(24, 29.698292680714307)	(26, 29.536314399413122)	(28, 29.242786849402947)	(30, 32.087651268981894)	(32, 29.604127661025373)	(34, 24.434297206761364)	(36, 27.116966706013383)	(38, 32.20236144103522)	(40, 32.30597242722748)	(42, 32.324930342570426)	(44, 32.34217268222493)	(46, 32.403295904373635)	(48, 32.489928337311156)	(50, 32.51307518041468)	(52, 32.52314163168391)	(54, 32.605500840022486)	(56, 32.685514054006305)	(58, 32.691163488787005)	(60, 32.904285593390405)	(62, 32.15410180088327)	(64, 32.88119599586683)	(66, 32.66897338708766)	(68, 28.37497852623623)	(70, 32.67536401859897)	(72, 32.91470923936128)	(74, 24.676594261294692)	(76, 29.470114769516897)	(78, 25.316642529844778)	(80, 24.73032859210396)	(82, 24.97911432707685)	(84, 28.04507586087325)	(86, 28.98364962938922)	(88, 29.314625740552117)	(90, 28.227741411359457)	(92, 28.005074766770356)	(94, 29.148171721438317)	(96, 29.06715343033492)	(98, 27.85437472749439)	(100, 32.464739153596945)
O22A3	(1, 32.941392501427394)	(2, 32.778084755439956)	(3, 32.96985662627672)	(4, 33.06392598614667)	(5, 32.650137442198464)	(6, 33.18960343591598)	(7, 33.12094264469987)	(8, 32.08226486745906)	(9, 32.209033766714924)	(10, 31.74077503634289)	(12, 31.21909716994074)	(14, 29.16725462379785)	(16, 33.24312512050644)	(18, 30.049189406021817)	(20, 33.29836714683708)	(22, 26.316345202160463)	(24, 29.68752001396216)	(26, 29.56605192417662)	(28, 29.348268194933965)	(30, 32.212270284234734)	(32, 29.566686834803207)	(34, 24.49498577602217)	(36, 27.070106824256435)	(38, 32.332840063773716)	(40, 32.40692638594891)	(42, 32.463911277029)	(44, 32.4464736405578)	(46, 32.499437703456096)	(48, 32.602625240249914)	(50, 32.604846474759086)	(52, 32.618203401249446)	(54, 32.68411600395065)	(56, 32.75182177179393)	(58, 32.78250427983805)	(60, 32.98235423688376)	(62, 32.163029855082996)	(64, 32.95712041570883)	(66, 32.716167651043065)	(68, 28.275787715007358)	(70, 32.685379787621144)	(72, 32.94539105073587)	(74, 24.508177464934082)	(76, 29.809278021534936)	(78, 25.215719225608037)	(80, 24.784581881082353)	(82, 24.96059108072005)	(84, 27.929937121429077)	(86, 29.096139640904767)	(88, 29.365056093396447)	(90, 28.099051552836798)	(92, 28.148858967190847)	(94, 29.214632640309134)	(96, 29.116369190615856)	(98, 27.84349486678621)	(100, 32.477596364346574)
O22A4	(1, 32.94993160372311)	(2, 32.815519998897244)	(3, 32.876504637564764)	(4, 33.075980320140516)	(5, 32.73082753569722)	(6, 33.19341725903645)	(7, 33.1112030883056)	(8, 32.037514133639206)	(9, 32.1943519130155)	(10, 31.66386056368478)	(12, 31.18416814400946)	(14, 29.128293519556205)	(16, 33.272653546810304)	(18, 30.003946332230917)	(20, 33.286903283224916)	(22, 26.27383358725156)	(24, 29.68129064358463)	(26, 29.59787687163667)	(28, 29.446056925218414)	(30, 32.198039845401034)	(32, 29.619155477236205)	(34, 24.358491681011913)	(36, 27.166360959553266)	(38, 32.31999539080796)	(40, 32.409169681589766)	(42, 32.50322203980531)	(44, 32.36145074734691)	(46, 32.438620866642964)	(48, 32.53728639654347)	(50, 32.53241654408552)	(52, 32.58492244697229)	(54, 32.6394884662478)	(56, 32.73914965562126)	(58, 32.71637961287942)	(60, 32.954886840739206)	(62, 31.93355198282093)	(64, 32.8837017730728)	(66, 32.67088514274775)	(68, 28.353644177611386)	(70, 32.70561708704601)	(72, 32.892797999273355)	(74, 24.52312427590047)	(76, 29.564619823975537)	(78, 25.335477945783936)	(80, 24.831567337033192)	(82, 24.740601022463792)	(84, 28.36641551522349)	(86, 29.33490211448541)	(88, 29.56188814335936)	(90, 28.214723979335297)	(92, 28.27506181041529)	(94, 29.278141312428836)	(96, 29.182497793246792)	(98, 27.782995217504286)	(100, 32.44631223843547)
O22A5	(1, 32.888881223806976)	(2, 32.75150413544857)	(3, 32.984891507609376)	(4, 33.07191578319754)	(5, 32.550393465079665)	(6, 33.14605443241159)	(7, 33.10654160476398)	(8, 32.002648580761075)	(9, 32.160881054012606)	(10, 31.633392647509027)	(12, 31.019880034656623)	(14, 28.79707587935506)	(16, 33.10642463688623)	(18, 29.811690263480493)	(20, 33.249681670640385)	(22, 26.255213381781275)	(24, 29.621198743222244)	(26, 29.55996641929315)	(28, 29.349248234115045)	(30, 32.19965547539675)	(32, 29.48858535885202)	(34, 24.642169876859175)	(36, 27.11562927825296)	(38, 32.25257313112992)	(40, 32.341610400051)	(42, 32.35102983891338)	(44, 32.3526599723174)	(46, 32.39289176569854)	(48, 32.447191179391496)	(50, 32.41474352089911)	(52, 32.39196078635501)	(54, 32.51639174027639)	(56, 32.62057762825372)	(58, 32.779118414079974)	(60, 32.97082439637924)	(62, 31.98395049064523)	(64, 32.901455515940214)	(66, 32.6631846286767)	(68, 28.289601834162674)	(70, 32.59011756694333)	(72, 32.810229671847075)	(74, 24.222700950100702)	(76, 28.625867015817064)	(78, 25.088243868162813)	(80, 24.821319607379976)	(82, 24.69537354602718)	(84, 28.289917708649256)	(86, 29.36558321334332)	(88, 29.500902906725138)	(90, 28.017385061032858)	(92, 28.333574998787704)	(94, 29.314770085954272)	(96, 29.158280212784675)	(98, 27.873775142422943)	(100, 32.484295485850645)
O22A6	(1, 32.87520970164801)	(2, 32.65093271220397)	(3, 32.958693748658774)	(4, 33.01671692196358)	(5, 32.6989547420376)	(6, 33.10416355342357)	(7, 32.9980761296277)	(8, 32.10948325420309)	(9, 32.21404231522919)	(10, 31.80590093825279)	(12, 31.368720938991544)	(14, 29.593238528181573)	(16, 33.230628620382596)	(18, 30.34988325025831)	(20, 33.28100771290488)	(22, 26.34070581698159)	(24, 29.655812914685754)	(26, 29.545183770508423)	(28, 29.298423786225428)	(30, 32.05177675006063)	(32, 29.605515694667467)	(34, 24.36090870020503)	(36, 27.08311798594366)	(38, 32.16493666230451)	(40, 32.24128742570459)	(42, 32.251313761824306)	(44, 32.265123801644805)	(46, 32.308549592111305)	(48, 32.391020221297026)	(50, 32.41647993657574)	(52, 32.4439618627209)	(54, 32.54115886726194)	(56, 32.64169639891372)	(58, 32.62549367451632)	(60, 32.84914947550381)	(62, 31.953391367832612)	(64, 32.60021146436595)	(66, 32.644961314385)	(68, 28.3785987547255)	(70, 32.681257655263096)	(72, 32.916690458095175)	(74, 24.491717052856295)	(76, 28.623989124740064)	(78, 25.36086556266646)	(80, 24.74703914706523)	(82, 24.674895001584424)	(84, 26.035406128781894)	(86, 28.871416114066484)	(88, 29.362819669177444)	(90, 28.216550607811648)	(92, 28.00233381054429)	(94, 29.10348921719322)	(96, 28.95043314095758)	(98, 27.910463550072844)	(100, 32.40092731399486)
O22A7	(1, 32.89348376801157)	(2, 32.76731486669891)	(3, 32.96892304480016)	(4, 33.06455722902476)	(5, 32.61183757247709)	(6, 33.21659383087164)	(7, 33.08780522362381)	(8, 31.94188425802503)	(9, 32.059586948057174)	(10, 31.498017247711527)	(12, 30.95563152657953)	(14, 28.789884366970817)	(16, 33.232505238954275)	(18, 29.644900331280493)	(20, 33.21471720880649)	(22, 25.90165479679096)	(24, 29.6676080676233)	(26, 29.53142326036263)	(28, 29.313329180701373)	(30, 32.2773296036904)	(32, 29.600098428233714)	(34, 24.562314607528094)	(36, 27.147861361330108)	(38, 32.28560766841993)	(40, 32.34671936605825)	(42, 32.38200662541542)	(44, 32.367800907235605)	(46, 32.36859564177565)	(48, 32.461763863279415)	(50, 32.43475805097342)	(52, 32.46038582741229)	(54, 32.53972675060998)	(56, 32.6279511717062)	(58, 32.7790011605906)	(60, 32.9904176933704)	(62, 31.913738935596015)	(64, 32.89797204276162)	(66, 32.71430809646304)	(68, 28.381061955792)	(70, 32.66352349092821)	(72, 32.82832344290323)	(74, 24.219370093170546)	(76, 28.426421688499108)	(78, 24.919512544355932)	(80, 24.86171855922965)	(82, 24.812062657055904)	(84, 27.81700785692967)	(86, 29.2574915325338)	(88, 29.613154942455083)	(90, 28.060699998008907)	(92, 28.432068922840642)	(94, 29.41598785120482)	(96, 29.246565126006413)	(98, 27.883277413314303)	(100, 32.45453885113942)
O22A8	(1, 33.00592213540063)	(2, 32.89267709356476)	(3, 32.95954827296861)	(4, 33.14579133221524)	(5, 32.63890398942523)	(6, 33.26366784421351)	(7, 33.14257203327228)	(8, 31.81960111671939)	(9, 32.06386891002695)	(10, 31.365219534912807)	(12, 30.819569411488263)	(14, 28.505112463329674)	(16, 33.28440128465304)	(18, 29.44836314117324)	(20, 33.19235401295596)	(22, 25.633212918006045)	(24, 29.578128314413732)	(26, 29.50326483410383)	(28, 29.426694630966068)	(30, 32.31610739649582)	(32, 29.54217317934328)	(34, 24.56120512126153)	(36, 27.14661297912006)	(38, 32.39888433447601)	(40, 32.45973982564328)	(42, 32.52819727628056)	(44, 32.428128641083646)	(46, 32.44407045951169)	(48, 32.53740119138534)	(50, 32.50122374537413)	(52, 32.581212788457975)	(54, 32.651016887259885)	(56, 32.73709962599834)	(58, 32.80613921228145)	(60, 33.00823174809895)	(62, 31.840653423515356)	(64, 32.93835557487275)	(66, 32.65456911934892)	(68, 28.436157605549035)	(70, 32.64165020464298)	(72, 32.800970194351365)	(74, 24.113567680290835)	(76, 28.289522502494478)	(78, 24.960724239972386)	(80, 24.78076159181182)	(82, 24.52159224222983)	(84, 28.53087806598524)	(86, 29.4778718704325)	(88, 29.883132321667794)	(90, 28.125149351113894)	(92, 28.549591388851645)	(94, 29.422371714840672)	(96, 29.395198181451292)	(98, 27.720618720605742)	(100, 32.428573989699146)
O22B1	(1, 32.95884211242661)	(2, 32.72086763391639)	(3, 32.88546543901653)	(4, 33.034733365166296)	(5, 32.79201172308349)	(6, 33.13402029385968)	(7, 33.08180424909661)	(8, 32.23212938908908)	(9, 32.376692686290404)	(10, 31.948651721614134)	(12, 31.59186745993702)	(14, 29.978884627254473)	(16, 33.27763348722864)	(18, 30.723447429391832)	(20, 33.2722497194771)	(22, 26.529317367214368)	(24, 29.59760763149746)	(26, 29.607690961740374)	(28, 29.280612224926113)	(30, 32.04100131214186)	(32, 29.745583848488522)	(34, 24.246516288598304)	(36, 27.150271161012327)	(38, 32.215846920606694)	(40, 32.25076439778153)	(42, 32.33079943015629)	(44, 32.23704587373461)	(46, 32.31313821194489)	(48, 32.45256802664041)	(50, 32.477166981611134)	(52, 32.55227312338852)	(54, 32.61172194497035)	(56, 32.6650739566664)	(58, 32.55995551086127)	(60, 32.85237629967524)	(62, 32.07980534571564)	(64, 32.73913920783217)	(66, 32.60133257907037)	(68, 28.433401415468254)	(70, 32.64020751699134)	(72, 32.93633192373768)	(74, 24.58031814191933)	(76, 28.44933336722432)	(78, 25.51557639727818)	(80, 24.799580030806787)	(82, 24.309304707307604)	(84, 25.71811525592582)	(86, 28.202596077819173)	(88, 29.403797585608338)	(90, 28.436975805492224)	(92, 27.730386758901485)	(94, 28.72532328166209)	(96, 28.938295261893664)	(98, 28.017459017506745)	(100, 32.41352188518613)
O22B2	(1, 32.854692556210146)	(2, 32.65655305321941)	(3, 32.929241297923966)	(4, 32.98688073127557)	(5, 32.66594389085806)	(6, 33.127041213267596)	(7, 33.02685637264128)	(8, 32.11102230664035)	(9, 32.20860930363868)	(10, 31.78550639746623)	(12, 31.338068061694962)	(14, 29.524197270350687)	(16, 33.23322374720403)	(18, 30.28685714627342)	(20, 33.27690718698322)	(22, 26.37527129057132)	(24, 29.67929269754662)	(26, 29.550737167381243)	(28, 29.231062736688354)	(30, 32.13538556772524)	(32, 29.63232662846999)	(34, 24.379783814789487)	(36, 27.083953954969623)	(38, 32.2087518287421)	(40, 32.253658358944435)	(42, 32.284193616388876)	(44, 32.29553713754173)	(46, 32.35530150222466)	(48, 32.460506645017574)	(50, 32.47486762132783)	(52, 32.50863317699883)	(54, 32.57046132407113)	(56, 32.64836410236607)	(58, 32.67602569157211)	(60, 32.90901732101187)	(62, 32.16669510106012)	(64, 32.89742417081817)	(66, 32.67539405255383)	(68, 28.39907471427957)	(70, 32.69189603011206)	(72, 32.940423259851805)	(74, 24.694436040629103)	(76, 29.452868085447307)	(78, 25.323759430868225)	(80, 24.72879094281717)	(82, 24.934391295181477)	(84, 28.095968375410603)	(86, 28.987375843643264)	(88, 29.343586455974936)	(90, 28.273745715227985)	(92, 27.94979835482858)	(94, 29.14950490195047)	(96, 29.099601221565194)	(98, 27.85000250441686)	(100, 32.44619741100323)
O22B3	(1, 32.86284218026935)	(2, 32.72160808805896)	(3, 32.96838005890945)	(4, 33.044261836106884)	(5, 32.62071349418694)	(6, 33.15432463894169)	(7, 33.069533295907426)	(8, 32.04392564276006)	(9, 32.162891259908974)	(10, 31.694328864836574)	(12, 31.15932614956577)	(14, 29.119976984804616)	(16, 33.210028254952775)	(18, 29.980804516426815)	(20, 33.27981204576837)	(22, 26.31013397106288)	(24, 29.68912158364572)	(26, 29.54023287367503)	(28, 29.271484962848213)	(30, 32.171281256978375)	(32, 29.559840505811675)	(34, 24.5738782122546)	(36, 27.14088357198121)	(38, 32.253207798339076)	(40, 32.33616859625674)	(42, 32.361778454661334)	(44, 32.37829976996869)	(46, 32.43668801381632)	(48, 32.50924321444114)	(50, 32.52633841311373)	(52, 32.52102501497457)	(54, 32.597796371049434)	(56, 32.67094505168298)	(58, 32.76138652848461)	(60, 32.963923754883325)	(62, 32.15481373079395)	(64, 32.9356329085072)	(66, 32.71091536260364)	(68, 28.283832290684575)	(70, 32.671392659117885)	(72, 32.930688397977846)	(74, 24.524029044905404)	(76, 29.802503383749894)	(78, 25.156909972433024)	(80, 24.76017980906544)	(82, 24.92184825643419)	(84, 27.95514019441769)	(86, 29.066917574577438)	(88, 29.363296179064506)	(90, 28.098672711249034)	(92, 28.146903746538896)	(94, 29.207731051249617)	(96, 29.094418675785043)	(98, 27.84664278717476)	(100, 32.476218600616455)
O22B4	(1, 32.79730152190282)	(2, 32.67308473526334)	(3, 32.921837285781066)	(4, 33.00349025819243)	(5, 32.59297539107227)	(6, 33.121647039652174)	(7, 32.998143043172874)	(8, 31.952331985272554)	(9, 32.056561922045546)	(10, 31.556414474020855)	(12, 31.025207211109304)	(14, 28.965035884144815)	(16, 33.18608833126511)	(18, 29.802348418410908)	(20, 33.241145744283834)	(22, 26.21924334846595)	(24, 29.699726480338562)	(26, 29.563191769762803)	(28, 29.32540496277653)	(30, 32.17762767999942)	(32, 29.59796996996325)	(34, 24.506167256649498)	(36, 27.160968636946976)	(38, 32.15398128939047)	(40, 32.236102565931546)	(42, 32.252386564318556)	(44, 32.25891901229273)	(46, 32.30310064516672)	(48, 32.360283913942155)	(50, 32.35535523460679)	(52, 32.36141659383435)	(54, 32.47853453440145)	(56, 32.59161999160736)	(58, 32.72595813875144)	(60, 32.92985187983011)	(62, 31.921300511169974)	(64, 32.84905315851758)	(66, 32.67886208588574)	(68, 28.34088968959736)	(70, 32.68222602125461)	(72, 32.8592112190903)	(74, 24.474836379264453)	(76, 29.543948743469535)	(78, 25.213867008771608)	(80, 24.80014311147719)	(82, 24.72447227497134)	(84, 28.33719528517602)	(86, 29.294890025492194)	(88, 29.547434200906167)	(90, 28.11593589044736)	(92, 28.28962823430794)	(94, 29.255016634746273)	(96, 29.19202780433875)	(98, 27.806009471097)	(100, 32.440722642893554)
O22B5	(1, 32.87941699988616)	(2, 32.777428765645205)	(3, 32.9032910213204)	(4, 33.0643767556615)	(5, 32.5229095477977)	(6, 33.149816344057825)	(7, 33.135939972346414)	(8, 32.010509536376794)	(9, 32.1897157238908)	(10, 31.623466397874232)	(12, 31.023956073341157)	(14, 28.734527147709215)	(16, 33.11378522393984)	(18, 29.835200070645595)	(20, 33.25362847201886)	(22, 26.365194210447935)	(24, 29.616354099631327)	(26, 29.564469516630997)	(28, 29.375716336293717)	(30, 32.26250692510279)	(32, 29.469444120639352)	(34, 24.48109396660745)	(36, 26.958404736664317)	(38, 32.303370012145855)	(40, 32.388659252671225)	(42, 32.4575933096977)	(44, 32.37276481140174)	(46, 32.43875738167651)	(48, 32.52223289191854)	(50, 32.51066656768106)	(52, 32.499888216174924)	(54, 32.587582974562366)	(56, 32.690816041868864)	(58, 32.79224200793839)	(60, 33.00142562669913)	(62, 31.979589969666815)	(64, 32.9340994186162)	(66, 32.687103342190206)	(68, 28.294573647875982)	(70, 32.649218491154805)	(72, 32.84678909565525)	(74, 24.23592441326047)	(76, 28.66238671061256)	(78, 25.113447051090183)	(80, 24.824661878907236)	(82, 24.682020253268234)	(84, 28.341660696479995)	(86, 29.41329941364046)	(88, 29.564765925037207)	(90, 28.110000675741887)	(92, 28.371647122940878)	(94, 29.359212652302453)	(96, 29.203310197751904)	(98, 27.909636430542374)	(100, 32.49328833812174)
O22B6	(1, 32.84861186039756)	(2, 32.638026601943274)	(3, 32.92704373876304)	(4, 32.986382731495524)	(5, 32.68040339259837)	(6, 33.10179543669537)	(7, 32.986772882895764)	(8, 32.142934053257406)	(9, 32.191563191104734)	(10, 31.82453429039819)	(12, 31.386125078615613)	(14, 29.61339978352828)	(16, 33.22351275749684)	(18, 30.366017944774526)	(20, 33.273962713761506)	(22, 26.337337166648993)	(24, 29.67351252847333)	(26, 29.548105991322664)	(28, 29.28587198335036)	(30, 32.08130788375217)	(32, 29.648341996201435)	(34, 24.346932948523857)	(36, 27.10448277797647)	(38, 32.12693147196977)	(40, 32.200123055867)	(42, 32.231824133199694)	(44, 32.230512140471234)	(46, 32.29111132035328)	(48, 32.388902556609885)	(50, 32.41233471105849)	(52, 32.448625074067635)	(54, 32.5332915591742)	(56, 32.619459043102495)	(58, 32.61085114533878)	(60, 32.85776637126031)	(62, 31.934346526241193)	(64, 32.58893965841502)	(66, 32.631354874730725)	(68, 28.382570976251323)	(70, 32.66802244465276)	(72, 32.918134299058416)	(74, 24.47836645053036)	(76, 28.661714847980576)	(78, 25.34616927169028)	(80, 24.729691937283377)	(82, 24.662902643433846)	(84, 26.096725725855777)	(86, 28.887960081660243)	(88, 29.375839090045943)	(90, 28.238056861720356)	(92, 27.97878999449976)	(94, 29.114998531904533)	(96, 28.92342120192295)	(98, 27.95411098221065)	(100, 32.38777443622337)
