Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
LD1B4	(1, 32.90108927047002)	(2, 32.75013974287312)	(3, 32.90567006707658)	(4, 33.05592659506508)	(5, 32.68487916477639)	(6, 33.153879438988334)	(7, 33.06225413718309)	(8, 32.024874554189495)	(9, 32.15925258533973)	(10, 31.64268357777209)	(12, 31.153931429526068)	(14, 29.092150589815787)	(16, 33.23897000683196)	(18, 29.95902305803846)	(20, 33.260156115330425)	(22, 26.1635835383413)	(24, 29.69960392696801)	(26, 29.556204690623765)	(28, 29.335948856584054)	(30, 32.198366228365884)	(32, 29.61235941310389)	(34, 24.32451378291882)	(36, 27.05407375089188)	(38, 32.25743146716295)	(40, 32.32583572703973)	(42, 32.385012363466835)	(44, 32.29561817159974)	(46, 32.35349090043334)	(48, 32.44687114848553)	(50, 32.44688448983153)	(52, 32.4902514806026)	(54, 32.567924835175006)	(56, 32.6683332622582)	(58, 32.71279819262659)	(60, 32.97952178378807)	(62, 32.0828114709914)	(64, 32.90836546870201)	(66, 32.70789375309318)	(68, 28.412540299589878)	(70, 32.78580278363661)	(72, 32.93949204530723)	(74, 24.476392400568862)	(76, 29.489936341823782)	(78, 25.258891908317388)	(80, 24.845903746887913)	(82, 24.786700390771532)	(84, 28.28228810404901)	(86, 29.17700182962246)	(88, 29.481299514865135)	(90, 28.274090118927184)	(92, 28.162885391597975)	(94, 29.16058926393093)	(96, 29.15310475066821)	(98, 27.78210726470429)	(100, 32.428379558420026)
LD1B5	(1, 32.8607590764877)	(2, 32.72050490860479)	(3, 32.96186297652741)	(4, 33.04939584818136)	(5, 32.55001426785837)	(6, 33.121988303804464)	(7, 33.0787814003794)	(8, 32.02385951690466)	(9, 32.14256228479334)	(10, 31.640388062895468)	(12, 31.04280198256953)	(14, 28.829966357224293)	(16, 33.11096288344333)	(18, 29.829837802076987)	(20, 33.24529760558886)	(22, 26.254255832662658)	(24, 29.660286907589956)	(26, 29.527907781239705)	(28, 29.291026830314266)	(30, 32.21542699431913)	(32, 29.528304581405095)	(34, 24.611577338879925)	(36, 27.07631810222211)	(38, 32.22382446174588)	(40, 32.30385263398133)	(42, 32.32024210382619)	(44, 32.308123422654724)	(46, 32.3523823877461)	(48, 32.41701814437647)	(50, 32.39273718842748)	(52, 32.38211335644296)	(54, 32.50017781055408)	(56, 32.6012963064597)	(58, 32.76804967103317)	(60, 33.002557637693506)	(62, 32.10222416676604)	(64, 32.91920811625147)	(66, 32.74460407067525)	(68, 28.43752110236143)	(70, 32.8190766811249)	(72, 32.93463893997375)	(74, 24.180639462409395)	(76, 28.453985734938207)	(78, 24.962462851129146)	(80, 24.84718253656532)	(82, 24.776031206778292)	(84, 28.240054584954397)	(86, 29.21068410834612)	(88, 29.456561430178994)	(90, 28.13418160282788)	(92, 28.2552580844094)	(94, 29.249284565424915)	(96, 29.135294347545297)	(98, 27.905620985953835)	(100, 32.480601567220724)
LD1B6	(1, 32.83668918132218)	(2, 32.62741117467662)	(3, 32.94198525035398)	(4, 33.004429019126555)	(5, 32.684467244682)	(6, 33.08063126708836)	(7, 32.97886182127486)	(8, 32.12593706566442)	(9, 32.17876756850649)	(10, 31.798872431185394)	(12, 31.351830110027187)	(14, 29.54869823473812)	(16, 33.20669845876735)	(18, 30.315082448184864)	(20, 33.26616357485821)	(22, 26.27817384114295)	(24, 29.671706757725683)	(26, 29.517542357855977)	(28, 29.248864123598764)	(30, 32.062866311014666)	(32, 29.60933352298997)	(34, 24.3688239886073)	(36, 27.054859506882327)	(38, 32.13233522818231)	(40, 32.20986054775868)	(42, 32.21962394853422)	(44, 32.232120632375825)	(46, 32.27965387956637)	(48, 32.351980072853294)	(50, 32.37460922260589)	(52, 32.401537603991926)	(54, 32.508282333514074)	(56, 32.60356261403331)	(58, 32.61620931297983)	(60, 32.910807340699506)	(62, 32.12127009550811)	(64, 32.80657689019071)	(66, 32.64933578653027)	(68, 28.404916866079137)	(70, 32.68566802987722)	(72, 32.926879252852686)	(74, 24.50541299191038)	(76, 28.6822051124024)	(78, 25.31834007393061)	(80, 24.74316411010598)	(82, 24.60629533621886)	(84, 25.94877869523353)	(86, 28.716574159428355)	(88, 29.352238529368776)	(90, 28.265136871770665)	(92, 27.95029655221763)	(94, 29.050086651472853)	(96, 28.900382711022168)	(98, 27.95095912705048)	(100, 32.40228854252988)
LD1B7	(1, 32.83390847533083)	(2, 32.721088061660836)	(3, 32.95264605621339)	(4, 33.047701698218084)	(5, 32.61724183055652)	(6, 33.16721080210115)	(7, 33.048176751656314)	(8, 31.983556914108497)	(9, 32.07232223211826)	(10, 31.537496496430574)	(12, 31.00117089539229)	(14, 28.852584906533636)	(16, 33.20327827802364)	(18, 29.70474088177594)	(20, 33.206993978369965)	(22, 25.941943762832913)	(24, 29.71365067641615)	(26, 29.526924914229507)	(28, 29.264128126289187)	(30, 32.22159206316189)	(32, 29.593456081663632)	(34, 24.593511022216724)	(36, 27.116869224105212)	(38, 32.21327311945291)	(40, 32.296844309702564)	(42, 32.31082120973842)	(44, 32.31886720900427)	(46, 32.35929354537481)	(48, 32.417688218464576)	(50, 32.41474354432867)	(52, 32.407449530913254)	(54, 32.49420965349219)	(56, 32.583426986861696)	(58, 32.75559814230925)	(60, 33.00348416835841)	(62, 32.055555212937776)	(64, 32.9195351596126)	(66, 32.749305224615966)	(68, 28.478178980741674)	(70, 32.8251567630918)	(72, 32.924780465971494)	(74, 24.198949092003115)	(76, 28.21966098245298)	(78, 24.7571710654301)	(80, 24.839279272217908)	(82, 24.84819143236325)	(84, 27.709918321756632)	(86, 29.057725220268114)	(88, 29.515078398716128)	(90, 28.139767584411317)	(92, 28.349149436130553)	(94, 29.348259541082008)	(96, 29.225851336399646)	(98, 27.919379278000534)	(100, 32.456426239968586)
LD1C1	(1, 32.85528126292101)	(2, 32.61132406070588)	(3, 32.9325652177689)	(4, 33.00628152012999)	(5, 32.699531517852925)	(6, 33.09429774578791)	(7, 32.99687709638383)	(8, 32.13596974985506)	(9, 32.268559637848945)	(10, 31.85789204774433)	(12, 31.415289334899022)	(14, 29.717741762980076)	(16, 33.216641740495106)	(18, 30.446547695093095)	(20, 33.27582889986756)	(22, 26.373389384673416)	(24, 29.65728862005293)	(26, 29.563665343913172)	(28, 29.182631255288868)	(30, 32.057154563459505)	(32, 29.628614895989863)	(34, 24.35184729153954)	(36, 26.981132031434303)	(38, 32.14868473772404)	(40, 32.214264743357745)	(42, 32.2280156385215)	(44, 32.24763419450319)	(46, 32.31030257169226)	(48, 32.39448603685628)	(50, 32.4195317495991)	(52, 32.435805997843985)	(54, 32.536734067535356)	(56, 32.63269190563896)	(58, 32.623710730009414)	(60, 32.89278977339592)	(62, 32.118230712128764)	(64, 32.75804641011618)	(66, 32.642440858239084)	(68, 28.442873745229697)	(70, 32.680705616176276)	(72, 32.93785020441727)	(74, 24.536472553944712)	(76, 28.56746040321702)	(78, 25.399729563527053)	(80, 24.797815048400594)	(82, 24.323176706783894)	(84, 25.71570986314002)	(86, 28.250346687099533)	(88, 29.46526563031875)	(90, 28.336772823597244)	(92, 27.78382353334281)	(94, 28.65691286100846)	(96, 28.961363016151424)	(98, 28.056623440308808)	(100, 32.40369549948674)
LD1C10	(1, 33.08251116840847)	(2, 32.92658676957799)	(3, 33.035626872310154)	(4, 33.19218949413813)	(5, 32.757713359627594)	(6, 33.30870278529676)	(7, 33.19407037219335)	(8, 31.98441220632842)	(9, 32.156199619710634)	(10, 31.528754473203)	(12, 30.969945218051144)	(14, 28.66943664878424)	(16, 33.32403467328464)	(18, 29.597474820883512)	(20, 33.26738512772621)	(22, 25.81194311550182)	(24, 29.665494959233822)	(26, 29.522617702502263)	(28, 29.394366108410033)	(30, 32.29668629684764)	(32, 29.541457714355445)	(34, 24.526399952155018)	(36, 27.109205699419938)	(38, 32.47818996120665)	(40, 32.577534233858415)	(42, 32.63073705202759)	(44, 32.51724718535715)	(46, 32.56835780782369)	(48, 32.647097136049894)	(50, 32.64366417666912)	(52, 32.67606838419859)	(54, 32.73437039867325)	(56, 32.822010636808045)	(58, 32.825018358903776)	(60, 33.04019014122976)	(62, 31.96468813204585)	(64, 32.957844810119056)	(66, 32.701557662759484)	(68, 28.387129322571703)	(70, 32.68211280529779)	(72, 32.8575453507821)	(74, 24.191590817745478)	(76, 28.571763695693505)	(78, 25.06626393825043)	(80, 24.82161645280985)	(82, 24.61409785759917)	(84, 28.55272566396295)	(86, 29.507894612590253)	(88, 29.67660906539393)	(90, 28.090168397130697)	(92, 28.45824532400425)	(94, 29.382444057753816)	(96, 29.258060042703057)	(98, 27.982358018473924)	(100, 32.47893738140417)
LD1C2	(1, 32.82498872634583)	(2, 32.63641399129247)	(3, 32.93380704142397)	(4, 33.0002578998874)	(5, 32.667169008376455)	(6, 33.12078162434811)	(7, 33.01740851915921)	(8, 32.12545452021919)	(9, 32.195222190958425)	(10, 31.782808642488593)	(12, 31.328235286051797)	(14, 29.48701432985984)	(16, 33.21965277266163)	(18, 30.255000659902777)	(20, 33.27457486860854)	(22, 26.346164497799897)	(24, 29.695433388628537)	(26, 29.527845695560522)	(28, 29.21612241760361)	(30, 32.112501600408535)	(32, 29.621311288615722)	(34, 24.44423041268181)	(36, 27.10451589939357)	(38, 32.181474635173316)	(40, 32.264823877015516)	(42, 32.284912016478124)	(44, 32.300465747331)	(46, 32.359720848426456)	(48, 32.44350499363273)	(50, 32.468268079671724)	(52, 32.48101721295828)	(54, 32.55362872495614)	(56, 32.641240398330154)	(58, 32.67899086141519)	(60, 32.91898345718603)	(62, 32.159393057586236)	(64, 32.885406130408064)	(66, 32.677676728627276)	(68, 28.41213281908122)	(70, 32.6838650956948)	(72, 32.92178765215493)	(74, 24.68013289849871)	(76, 29.46820383189855)	(78, 25.27033408506118)	(80, 24.723056446151524)	(82, 24.944891896721195)	(84, 28.04149600047039)	(86, 28.969383376083236)	(88, 29.338674570340487)	(90, 28.226469871945092)	(92, 27.987583575894693)	(94, 29.163265617175867)	(96, 29.058728441903366)	(98, 27.87232311003435)	(100, 32.45165994064673)
LD1C3	(1, 32.85980414952752)	(2, 32.724271357845176)	(3, 32.972390355265524)	(4, 33.047741280936464)	(5, 32.63127482921307)	(6, 33.149545604147214)	(7, 33.07795307367237)	(8, 32.08213828529513)	(9, 32.16299439629657)	(10, 31.72108032215761)	(12, 31.17013351473605)	(14, 29.127389806973255)	(16, 33.20247846673473)	(18, 29.98671676048201)	(20, 33.28413641969164)	(22, 26.312884718781962)	(24, 29.704669597020374)	(26, 29.52165968074734)	(28, 29.262678506898077)	(30, 32.16416339438581)	(32, 29.560836541915144)	(34, 24.615228476254718)	(36, 27.158205929330062)	(38, 32.25043944817601)	(40, 32.34807124499865)	(42, 32.37160750447276)	(44, 32.39339948243189)	(46, 32.45051961821015)	(48, 32.52064436695134)	(50, 32.53483762100669)	(52, 32.52722857419474)	(54, 32.60054292596556)	(56, 32.679158387693704)	(58, 32.771103495498494)	(60, 32.97900040423235)	(62, 32.152686587323366)	(64, 32.92749564717411)	(66, 32.71960359537526)	(68, 28.281214091762727)	(70, 32.67939422024949)	(72, 32.93009624170856)	(74, 24.510207899674775)	(76, 29.7859050448763)	(78, 25.146265433106677)	(80, 24.767240144563214)	(82, 24.929859805579923)	(84, 27.92090994837853)	(86, 29.060761962363046)	(88, 29.363500596620693)	(90, 28.089097185270397)	(92, 28.176397544716576)	(94, 29.223415838159546)	(96, 29.08630744411106)	(98, 27.900276173810767)	(100, 32.47193805679422)
LD1C4	(1, 32.832379793548895)	(2, 32.691356850622604)	(3, 32.91606361860868)	(4, 33.01735066614746)	(5, 32.602816950755916)	(6, 33.142529225804)	(7, 33.015056130453594)	(8, 31.94961767030402)	(9, 32.08842860167487)	(10, 31.562903005259525)	(12, 31.033024632694747)	(14, 28.948561185267877)	(16, 33.193592935405924)	(18, 29.800021394717213)	(20, 33.25053478657237)	(22, 26.215042205801694)	(24, 29.684039267820747)	(26, 29.57287865852863)	(28, 29.355413762013917)	(30, 32.19701448328519)	(32, 29.60679346898004)	(34, 24.489919549143984)	(36, 27.138008487767777)	(38, 32.18918027379957)	(40, 32.26663977595305)	(42, 32.29353615296714)	(44, 32.2666458163835)	(46, 32.3114023031351)	(48, 32.37614045004903)	(50, 32.36735522670578)	(52, 32.37281729334304)	(54, 32.48563440999526)	(56, 32.60588171835102)	(58, 32.72908089900203)	(60, 32.96456191481631)	(62, 31.971477813344613)	(64, 32.85608886327424)	(66, 32.67768343838633)	(68, 28.343451611617702)	(70, 32.68410381376494)	(72, 32.86321721711963)	(74, 24.48524268783971)	(76, 29.56654409478662)	(78, 25.227005833808676)	(80, 24.809360822079007)	(82, 24.717674980835394)	(84, 28.324931638993004)	(86, 29.301973113652785)	(88, 29.535557058651015)	(90, 28.150768254027803)	(92, 28.260053877062926)	(94, 29.253049843647403)	(96, 29.190826825618743)	(98, 27.78973273463577)	(100, 32.42529142403672)
LD1C5	(1, 32.860456393278646)	(2, 32.733473182987304)	(3, 32.96807282850468)	(4, 33.05771739434551)	(5, 32.53149810597367)	(6, 33.13109361512657)	(7, 33.093042598029285)	(8, 31.99365665173947)	(9, 32.14936249554632)	(10, 31.616888236647373)	(12, 30.998417687883624)	(14, 28.766476848489084)	(16, 33.09424483051609)	(18, 29.777633444617244)	(20, 33.247344751325585)	(22, 26.28317374897536)	(24, 29.618517088789794)	(26, 29.549001154683573)	(28, 29.303805996108533)	(30, 32.20736085406107)	(32, 29.507471906980115)	(34, 24.64917271521585)	(36, 27.105977229269275)	(38, 32.22831433155592)	(40, 32.3135076064261)	(42, 32.32733042099444)	(44, 32.33544747537517)	(46, 32.37105971723002)	(48, 32.41945815511565)	(50, 32.38957382655062)	(52, 32.37222530082635)	(54, 32.490930407001485)	(56, 32.60028092631669)	(58, 32.777630436229956)	(60, 32.98856837511775)	(62, 32.01467021485626)	(64, 32.89412227870717)	(66, 32.66842143888623)	(68, 28.27530539929186)	(70, 32.59997899129863)	(72, 32.81007821626281)	(74, 24.21949268991874)	(76, 28.612336227002736)	(78, 25.04193637504742)	(80, 24.818917863200944)	(82, 24.680380021812972)	(84, 28.304459402782644)	(86, 29.346523328942183)	(88, 29.518410968800154)	(90, 28.038220653618104)	(92, 28.351776278206923)	(94, 29.32770267592386)	(96, 29.16727743751136)	(98, 27.91283902770288)	(100, 32.47940736535657)
LD1C6	(1, 32.832192530166026)	(2, 32.62500838500091)	(3, 32.93847432379626)	(4, 32.99424549366094)	(5, 32.676527607822486)	(6, 33.07987421835674)	(7, 32.976953748579525)	(8, 32.10679399987169)	(9, 32.19227280035521)	(10, 31.793452144901867)	(12, 31.33420720414297)	(14, 29.546007670691544)	(16, 33.20707971733809)	(18, 30.308392771509745)	(20, 33.269756050174294)	(22, 26.328181441521103)	(24, 29.6625765298215)	(26, 29.52645873072546)	(28, 29.26061289433151)	(30, 32.066294283802314)	(32, 29.623320954800555)	(34, 24.35951820695879)	(36, 27.082490411143723)	(38, 32.128493989828016)	(40, 32.20071799555644)	(42, 32.21498032219655)	(44, 32.221473775030894)	(46, 32.27873681627081)	(48, 32.36022657572076)	(50, 32.38374912919505)	(52, 32.397805757243205)	(54, 32.509217899068105)	(56, 32.609452853308554)	(58, 32.62621327416888)	(60, 32.892866067845546)	(62, 31.980240954133375)	(64, 32.59044432557219)	(66, 32.64539231011169)	(68, 28.393467327152706)	(70, 32.68392754143666)	(72, 32.90989581213125)	(74, 24.49182892789429)	(76, 28.65423069775997)	(78, 25.31838296413769)	(80, 24.727069261406974)	(82, 24.618825010977915)	(84, 25.88426851188438)	(86, 28.867359040824745)	(88, 29.370806185574125)	(90, 28.235802606905736)	(92, 27.98320857556351)	(94, 29.096968456847108)	(96, 28.94457368147435)	(98, 27.937068407174987)	(100, 32.40834936789816)
LD1C7	(1, 32.83956745653727)	(2, 32.72951674418279)	(3, 32.95035232478321)	(4, 33.05280844178586)	(5, 32.60079413200365)	(6, 33.185496383048395)	(7, 33.0624048233142)	(8, 31.941429677460025)	(9, 32.05212482026207)	(10, 31.481550234746656)	(12, 30.922695666942868)	(14, 28.739367080474565)	(16, 33.20060095720568)	(18, 29.59967724106572)	(20, 33.19899671019708)	(22, 25.90630166373581)	(24, 29.676183681167505)	(26, 29.53810776840543)	(28, 29.29449129996062)	(30, 32.24761411857032)	(32, 29.597491667442224)	(34, 24.602850574045497)	(36, 27.15024365507383)	(38, 32.225648148725455)	(40, 32.29883902257035)	(42, 32.31870275757646)	(44, 32.32340373325243)	(46, 32.35585814800742)	(48, 32.40960471569214)	(50, 32.399375972733566)	(52, 32.40047936450065)	(54, 32.48078836875146)	(56, 32.57840753177428)	(58, 32.77394829164702)	(60, 33.0061855120222)	(62, 31.950899832813125)	(64, 32.894301162561824)	(66, 32.7158844741502)	(68, 28.37587785985164)	(70, 32.666613129324844)	(72, 32.82608110916016)	(74, 24.204135141634772)	(76, 28.385644942057446)	(78, 24.878539205810046)	(80, 24.85406625239616)	(82, 24.80093705270366)	(84, 27.822768685456424)	(86, 29.24676004859503)	(88, 29.611475020053177)	(90, 28.067534608686852)	(92, 28.445003107454212)	(94, 29.402031170020138)	(96, 29.239672654667444)	(98, 27.925418155143102)	(100, 32.45605291954468)
LD1C8	(1, 32.954465696437566)	(2, 32.85308638672373)	(3, 32.919025535098655)	(4, 33.13466872660581)	(5, 32.65907760907169)	(6, 33.26248197574994)	(7, 33.135705119551325)	(8, 31.859333643924334)	(9, 32.039622813254184)	(10, 31.368985477980956)	(12, 30.827194363094204)	(14, 28.436465666281332)	(16, 33.26249054624452)	(18, 29.386776035183445)	(20, 33.20011059135291)	(22, 25.617251969292496)	(24, 29.619382488259866)	(26, 29.539959431827402)	(28, 29.459724656862456)	(30, 32.32058678124566)	(32, 29.509661818553568)	(34, 24.616999327819784)	(36, 27.053611149193436)	(38, 32.32408740186793)	(40, 32.4441147912253)	(42, 32.52759001498491)	(44, 32.39545124140521)	(46, 32.44526262104)	(48, 32.516849346345765)	(50, 32.513110841620396)	(52, 32.5441984054191)	(54, 32.59087604968475)	(56, 32.719006578792595)	(58, 32.8161363484069)	(60, 33.04871288910066)	(62, 31.923280472154648)	(64, 32.96190637078894)	(66, 32.68272860350802)	(68, 28.404118212316313)	(70, 32.68485323996359)	(72, 32.82143665568498)	(74, 24.108432935707004)	(76, 28.224447146234226)	(78, 24.95275028807027)	(80, 24.762488536576697)	(82, 24.50843672326223)	(84, 28.498146914771723)	(86, 29.503733721276646)	(88, 29.87858246642689)	(90, 28.184844928272994)	(92, 28.595544184008133)	(94, 29.419900308130643)	(96, 29.385100013481484)	(98, 27.781105744584984)	(100, 32.43175101464224)
LD1C9	(1, 32.91186676524421)	(2, 32.78747921418434)	(3, 32.97778724913364)	(4, 33.08205433708704)	(5, 32.639720398170184)	(6, 33.208827060083586)	(7, 33.076870951010804)	(8, 31.940969621588316)	(9, 32.13421495368694)	(10, 31.56591091938994)	(12, 31.013293667884298)	(14, 28.870513099413884)	(16, 33.24622417197164)	(18, 29.72471009204484)	(20, 33.2562968524652)	(22, 26.15331767961937)	(24, 29.662243420849762)	(26, 29.54159213129518)	(28, 29.32702121080183)	(30, 32.223210840732335)	(32, 29.530988039860624)	(34, 24.658403357519546)	(36, 27.117529556255555)	(38, 32.2970471192707)	(40, 32.37585148743319)	(42, 32.39896526261535)	(44, 32.3888033429817)	(46, 32.43600735461807)	(48, 32.506729262215316)	(50, 32.51799287134258)	(52, 32.51828233580211)	(54, 32.59877927712226)	(56, 32.6779689861133)	(58, 32.79896509452299)	(60, 32.98980999427688)	(62, 32.13632053420793)	(64, 32.95150446646852)	(66, 32.674540641558835)	(68, 28.27495205344136)	(70, 32.569556215774384)	(72, 32.82678293744942)	(74, 24.231015978662207)	(76, 29.148386228483297)	(78, 25.062232593179893)	(80, 24.779749157826814)	(82, 24.70190086244414)	(84, 28.38749864847417)	(86, 29.322730480894712)	(88, 29.60270842774751)	(90, 28.167456393648052)	(92, 28.281203231263905)	(94, 29.208660826782637)	(96, 29.223022992034544)	(98, 27.823363766617806)	(100, 32.44592506759366)
LD1D1	(1, 32.92653862966726)	(2, 32.690094219839594)	(3, 32.867721249367605)	(4, 33.056074898997146)	(5, 32.80530125753878)	(6, 33.13285462121827)	(7, 33.06438274477197)	(8, 32.20233314860645)	(9, 32.35068232203259)	(10, 31.912521417234505)	(12, 31.55995853299337)	(14, 29.918932345684865)	(16, 33.25923950540191)	(18, 30.65657107932588)	(20, 33.27783830790959)	(22, 26.531294945353167)	(24, 29.599592514883817)	(26, 29.63109608090867)	(28, 29.288664054478964)	(30, 32.01705838115494)	(32, 29.67446912733808)	(34, 24.380170974573325)	(36, 27.038092952947657)	(38, 32.16743015208107)	(40, 32.261484829834345)	(42, 32.33532626973984)	(44, 32.25016958592822)	(46, 32.31854105913773)	(48, 32.433298936381846)	(50, 32.48562439859953)	(52, 32.50772965753275)	(54, 32.57521823894596)	(56, 32.65206966801037)	(58, 32.566307630930766)	(60, 32.85458857020741)	(62, 32.10330014704209)	(64, 32.753399308570465)	(66, 32.61212521158197)	(68, 28.452162449113395)	(70, 32.659401086852)	(72, 32.93877711914378)	(74, 24.56997892328122)	(76, 28.491699365935077)	(78, 25.497763260637786)	(80, 24.797848040826494)	(82, 24.300094394123114)	(84, 25.70459087583103)	(86, 28.209113931515965)	(88, 29.44583597413536)	(90, 28.434145957171225)	(92, 27.76986094219221)	(94, 28.725536704712425)	(96, 28.96592121868626)	(98, 28.02366977455864)	(100, 32.409994876141496)
LD1D10	(1, 33.025751096910106)	(2, 32.89083456398619)	(3, 33.07502988550151)	(4, 33.157884977386814)	(5, 32.70812225664693)	(6, 33.27530597672716)	(7, 33.142826666895594)	(8, 31.980901370822632)	(9, 32.10380500451776)	(10, 31.518329001443604)	(12, 30.963790671461318)	(14, 28.72431660594039)	(16, 33.28342461877157)	(18, 29.60497262638696)	(20, 33.26076949268669)	(22, 25.939932108008456)	(24, 29.69056169351624)	(26, 29.56554449199689)	(28, 29.368494336116214)	(30, 32.22899143905516)	(32, 29.531147252328818)	(34, 24.664986198462234)	(36, 27.199902870489332)	(38, 32.38136269929568)	(40, 32.47098176777864)	(42, 32.47535306221938)	(44, 32.466525516400246)	(46, 32.4895453916572)	(48, 32.52410115953855)	(50, 32.512361903196776)	(52, 32.51818545726607)	(54, 32.6346106860989)	(56, 32.730444021641006)	(58, 32.79936247323279)	(60, 32.98010426138425)	(62, 31.923373743670723)	(64, 32.918556466629795)	(66, 32.67447525521108)	(68, 28.363533373720358)	(70, 32.62528001960613)	(72, 32.80890094805768)	(74, 24.185268008603984)	(76, 28.49714299180942)	(78, 25.015084249049988)	(80, 24.834830458556446)	(82, 24.636971906526234)	(84, 28.502504042134966)	(86, 29.464856726768968)	(88, 29.634743385281503)	(90, 28.011026648794818)	(92, 28.42462900497233)	(94, 29.340999151548182)	(96, 29.19207966940398)	(98, 27.962035573574546)	(100, 32.46600771583938)
LD1D2	(1, 32.838368229711364)	(2, 32.648135421187305)	(3, 32.92822990108543)	(4, 33.000053595524534)	(5, 32.67785217391717)	(6, 33.122068893063286)	(7, 33.01939122551018)	(8, 32.11083656632936)	(9, 32.208056298373414)	(10, 31.78672277850941)	(12, 31.35357376019195)	(14, 29.5375099951111)	(16, 33.22458504499553)	(18, 30.294626539902634)	(20, 33.275182726515496)	(22, 26.390364677564897)	(24, 29.67464066435913)	(26, 29.545089391128368)	(28, 29.230668207590703)	(30, 32.0997553751654)	(32, 29.614505669156593)	(34, 24.439186296569027)	(36, 27.08617195103614)	(38, 32.187446351924855)	(40, 32.2632369613529)	(42, 32.28499015216988)	(44, 32.29128207998935)	(46, 32.35219440722308)	(48, 32.44122950257771)	(50, 32.472026522730545)	(52, 32.47876810923921)	(54, 32.55390146577407)	(56, 32.63341647901554)	(58, 32.670169678406864)	(60, 32.899362972901095)	(62, 32.163631869468865)	(64, 32.88960444984787)	(66, 32.67055022406876)	(68, 28.403039021418408)	(70, 32.68157332387703)	(72, 32.92459116795774)	(74, 24.6857012785216)	(76, 29.463890721168973)	(78, 25.31281623295839)	(80, 24.728700327377847)	(82, 24.947434511739836)	(84, 28.07922739079936)	(86, 28.969590792779762)	(88, 29.30644560374153)	(90, 28.24252091361299)	(92, 27.968492419086875)	(94, 29.135535422039446)	(96, 29.04156496818028)	(98, 27.847014267522816)	(100, 32.45806310011071)
LD1D3	(1, 32.855581368470304)	(2, 32.71606848054686)	(3, 32.963134749976156)	(4, 33.03670778171056)	(5, 32.61646437619189)	(6, 33.146391694301606)	(7, 33.06415627047232)	(8, 32.044600468020256)	(9, 32.1612416747589)	(10, 31.697372175684883)	(12, 31.163578429483117)	(14, 29.132539016662502)	(16, 33.20334323738862)	(18, 29.984183623653266)	(20, 33.275610847235725)	(22, 26.32929860015869)	(24, 29.6771669118529)	(26, 29.534205706183016)	(28, 29.264755411451965)	(30, 32.15129032870912)	(32, 29.551132760430832)	(34, 24.621151068304798)	(36, 27.133093046787508)	(38, 32.24568510126848)	(40, 32.33180106174129)	(42, 32.35246167039884)	(44, 32.373901840256906)	(46, 32.43315612673241)	(48, 32.50581893055384)	(50, 32.52115187244888)	(52, 32.515701590312574)	(54, 32.591802487066815)	(56, 32.66544568881493)	(58, 32.75983421662272)	(60, 32.95591699609397)	(62, 32.14230684099422)	(64, 32.92575488143474)	(66, 32.702847508078634)	(68, 28.28321828816338)	(70, 32.66439357285691)	(72, 32.919007313308356)	(74, 24.517785277796257)	(76, 29.793091822923785)	(78, 25.16160860458867)	(80, 24.77231206590706)	(82, 24.93045857490076)	(84, 27.939228182465673)	(86, 29.058527400908687)	(88, 29.34599496576007)	(90, 28.082235965794194)	(92, 28.132792370014897)	(94, 29.183492067030606)	(96, 29.068285115841604)	(98, 27.850552750734074)	(100, 32.45572512702379)
LD1D4	(1, 32.830457529187896)	(2, 32.680657918367864)	(3, 32.93191933352034)	(4, 33.01134275218678)	(5, 32.59651670300432)	(6, 33.12932781676221)	(7, 33.001274640254906)	(8, 31.94073696401894)	(9, 32.0696702375862)	(10, 31.552899778350316)	(12, 31.028322937037544)	(14, 28.963261632983517)	(16, 33.18776801357036)	(18, 29.809875825453027)	(20, 33.24565242483809)	(22, 26.218811920162416)	(24, 29.68444576031743)	(26, 29.574348884911046)	(28, 29.34616201988187)	(30, 32.19020187504225)	(32, 29.60344859905263)	(34, 24.50368392895117)	(36, 27.135810672049452)	(38, 32.183851896646814)	(40, 32.252174387865466)	(42, 32.26551056537354)	(44, 32.266033611535065)	(46, 32.30005414313622)	(48, 32.36188715487886)	(50, 32.34796628217893)	(52, 32.3590224638028)	(54, 32.48345581253804)	(56, 32.597085714385514)	(58, 32.7203825711415)	(60, 32.92904988857515)	(62, 31.917380974575345)	(64, 32.84705447877702)	(66, 32.67079456780128)	(68, 28.356310359725477)	(70, 32.67264033292159)	(72, 32.849099354181675)	(74, 24.486489882778386)	(76, 29.55266627580947)	(78, 25.217356097876653)	(80, 24.821952575879145)	(82, 24.725986568700524)	(84, 28.32124246390314)	(86, 29.285640048828967)	(88, 29.509970812202635)	(90, 28.129027149692)	(92, 28.2577593765088)	(94, 29.24215107332889)	(96, 29.16266141744121)	(98, 27.777481587737647)	(100, 32.429076588587606)
