Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
LD1C6	(1, 0.0)	(2, 7.985715152734788e-05)	(3, 0.0)	(4, 0.0)	(5, 2.6619057594856344e-05)	(6, 0.000559005863971513)	(7, 0.00018633558559817584)	(8, 0.0)	(9, 0.10898001731328853)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0007164133043461488)	(26, 0.0003306572142791011)	(28, 2.7554889339564412e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008818069989021503)	(38, 8.267947647355497e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0003309351565654226)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5073291020382854)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.23708946513646767)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002257096452314605)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1C7	(1, 0.0)	(2, 0.00013133379095863162)	(3, 0.0)	(4, 0.0)	(5, 2.1888974742312044e-05)	(6, 0.0005472270037701751)	(7, 8.755653142174077e-05)	(8, 0.0)	(9, 0.13295517501861132)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005534261970193572)	(26, 0.0002582683219698346)	(28, 0.00012913437538625015)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0009962377266740624)	(38, 5.5366458593363437e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 1.850153137175164e-05)	(58, 0.0)	(60, 0.0)	(62, 0.4935596640971509)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20349276750163803)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002832125165155995)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1C8	(1, 0.0)	(2, 0.00021526029428542347)	(3, 3.075147061220335e-05)	(4, 0.0)	(5, 0.0)	(6, 0.00030751546264625053)	(7, 0.00027676408660009773)	(8, 0.0)	(9, 0.13527626001579401)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0003368098525542697)	(26, 0.00021652296358348392)	(28, 2.4058147580375867e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0006255420863512731)	(38, 7.219924681745721e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00014446928245959916)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4723614814743279)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.19975761486847782)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0014214730883556083)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1C9	(1, 0.0)	(2, 4.5878472971729914e-05)	(3, 2.2939236485864957e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0005505500109307117)	(7, 9.175854564540323e-05)	(8, 0.0)	(9, 0.13472513365843541)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005109558766017976)	(26, 0.00011791407640557018)	(28, 1.9652388551304525e-05)	(30, 0.0)	(32, 0.0)	(34, 1.9652863608930026e-05)	(36, 0.0010809221563099912)	(38, 0.00015727675302143387)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5078318531600784)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21415254213870688)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0014305639998569437)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D1	(1, 0.0)	(2, 6.550474352600243e-05)	(3, 0.0)	(4, 0.0)	(5, 2.1834924043941473e-05)	(6, 0.0004148663649933141)	(7, 0.00015284566976208263)	(8, 0.0)	(9, 0.09729833359135442)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0008709357781910714)	(26, 0.00029861145672622304)	(28, 2.4884442868429728e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0010700744473189907)	(38, 4.9777581322256826e-05)	(40, 7.46757764476086e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5033736639140504)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.24931878882003114)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0030759203652530732)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D10	(1, 0.0)	(2, 0.000128770535412863)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005365471218217364)	(7, 2.1461944752661817e-05)	(8, 0.0)	(9, 0.13220614715660203)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006029130987658546)	(26, 0.00019506150377878465)	(28, 3.5465771983458766e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008866842372015109)	(38, 5.321881590263369e-05)	(40, 8.872604308110767e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5116702756021132)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20454496490526175)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0032689076037212277)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D2	(1, 0.0)	(2, 0.00014228900319438812)	(3, 2.3714833865731354e-05)	(4, 0.0)	(5, 7.114456908445951e-05)	(6, 0.0004268731847514258)	(7, 0.00021343699731140532)	(8, 0.0)	(9, 0.11290884099228872)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0004374186370958707)	(26, 0.0002430143106267242)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 2.4302311028267234e-05)	(36, 0.0006804751271759407)	(38, 7.292181930216249e-05)	(40, 2.4311628397732407e-05)	(42, 0.0)	(44, 4.863856994822181e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5144607730067849)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.22745862113587698)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0038010591734018405)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D3	(1, 0.0)	(2, 0.0003532942926316438)	(3, 5.047061323309197e-05)	(4, 0.0)	(5, 2.523531298475459e-05)	(6, 0.0006056511797454095)	(7, 5.047104627488349e-05)	(8, 0.0)	(9, 0.13117491132192413)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.000766326409999956)	(26, 0.00016255691814376718)	(28, 2.3222530127168897e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008824932384761479)	(38, 2.3230012432702653e-05)	(40, 4.6471813450987575e-05)	(42, 0.0)	(44, 0.0003253856342707306)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5139137057802641)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20922610369160785)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0023145450801550903)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D4	(1, 0.0)	(2, 7.174265050352579e-05)	(3, 0.0)	(4, 0.0)	(5, 2.39142168345086e-05)	(6, 0.0005500309332613989)	(7, 0.00014348670786967196)	(8, 0.0)	(9, 0.12916244574985963)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0004055894495510766)	(26, 0.00010673513654519282)	(28, 0.0)	(30, 0.0)	(32, 2.1347665301910423e-05)	(34, 0.0)	(36, 0.0007044989731393755)	(38, 4.27090613893642e-05)	(40, 4.272030058003488e-05)	(42, 0.0)	(44, 0.00010682957179289078)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5213469000163591)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21288743217778736)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002914295543686712)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D5	(1, 0.0)	(2, 8.633405321544705e-05)	(3, 2.1583513303861763e-05)	(4, 0.0)	(5, 4.316702660772353e-05)	(6, 0.0004964241275076163)	(7, 8.633481721300418e-05)	(8, 0.0)	(9, 0.1347690569036658)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006509925031703335)	(26, 0.0002046001554961182)	(28, 1.860005565136651e-05)	(30, 0.0)	(32, 0.0)	(34, 1.8600664564543564e-05)	(36, 0.001004461669928687)	(38, 5.582544054646408e-05)	(40, 0.00014892146421817442)	(42, 0.0)	(44, 0.00035379576301642544)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.502785511678304)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20225621063347451)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.003011330129612668)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D6	(1, 0.0)	(2, 2.2905844609498868e-05)	(3, 0.0)	(4, 0.0)	(5, 6.871759678988037e-05)	(6, 0.00038940399656774735)	(7, 0.0001603433363141923)	(8, 0.0)	(9, 0.10699545492653253)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005479767981858633)	(26, 0.0001429532278481465)	(28, 4.7651246246868716e-05)	(30, 0.0)	(32, 2.38263213660869e-05)	(34, 0.0)	(36, 0.0010960405535004796)	(38, 7.148920107958226e-05)	(40, 7.149662941056748e-05)	(42, 0.0)	(44, 0.00033381999519776096)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 2.3931460297707365e-05)	(62, 0.5046619717433338)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.23708756293523117)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002111567083268024)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D7	(1, 0.0)	(2, 0.00020543170559901832)	(3, 4.565152139401486e-05)	(4, 0.0)	(5, 2.2825791957971325e-05)	(6, 0.00025108520165451455)	(7, 0.0001369560334610981)	(8, 0.0)	(9, 0.13136474156640643)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0004990518973665224)	(26, 0.00026872314088213745)	(28, 3.8389160129632516e-05)	(30, 0.0)	(32, 1.9194889552605513e-05)	(34, 0.0)	(36, 0.000998173151176971)	(38, 3.8404625760363584e-05)	(40, 3.841706332284548e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 1.9268810308967666e-05)	(62, 0.4903870872506295)	(64, 0.0)	(66, 0.0)	(68, 1.9272278754239903e-05)	(70, 0.0)	(72, 0.0)	(74, 0.2003224514794963)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0036878408073573693)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D8	(1, 0.0)	(2, 6.22092624200274e-05)	(3, 0.0)	(4, 2.073642510666817e-05)	(5, 4.1472858813324654e-05)	(6, 0.0004147311681463238)	(7, 0.00012441953104619822)	(8, 0.0)	(9, 0.13968229742541638)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00047998249553492147)	(26, 0.00023171714486740734)	(28, 1.6551271203833538e-05)	(30, 0.0)	(32, 1.655156159018135e-05)	(34, 0.0)	(36, 0.0007779584186190941)	(38, 3.3115932754124634e-05)	(40, 8.281526861794898e-05)	(42, 0.0)	(44, 0.00011596732570897868)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.48084288322956803)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1996094575888494)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0021918394076687647)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
LD1D9	(1, 0.0)	(2, 0.00012067542032757343)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005028213304853534)	(7, 0.00010056450881377523)	(8, 0.0)	(9, 0.13065380402492557)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006180356214542413)	(26, 0.00022955872279883648)	(28, 3.531681389363458e-05)	(30, 0.0)	(32, 1.765861586824412e-05)	(34, 0.0)	(36, 0.0008476315232750786)	(38, 0.0)	(40, 8.835662855845277e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5072623452068026)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20916962761244798)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0023309357716475463)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A1	(1, 0.0)	(2, 0.00020637316447193104)	(3, 2.579664555899138e-05)	(4, 0.0)	(5, 0.0)	(6, 0.00038695357640553153)	(7, 7.73909548547604e-05)	(8, 0.0)	(9, 0.10496852749974203)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.000675519918126986)	(26, 0.00036591259586558173)	(28, 2.8147194062518293e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0006192682501168164)	(38, 2.815158389256455e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 2.824025111231289e-05)	(60, 0.0)	(62, 0.4864990985258246)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.23360480189848817)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0024552367839797687)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A2	(1, 0.0)	(2, 0.00015051411860061005)	(3, 0.0)	(4, 0.0)	(5, 5.017142321025364e-05)	(6, 0.0008529180458644136)	(7, 7.525753127201282e-05)	(8, 0.0)	(9, 0.11431653412939317)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005418438947739156)	(26, 0.00015481473836309216)	(28, 5.160507257221356e-05)	(30, 0.0)	(32, 0.0)	(34, 2.5803448424454338e-05)	(36, 0.0006967055118695396)	(38, 0.0001032340118904935)	(40, 0.0)	(42, 0.0)	(44, 0.00010328108515370549)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.526353327152129)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2176085474395973)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0014858191670672552)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A3	(1, 0.0)	(2, 6.343970056461333e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00044408072118709124)	(7, 6.344016339648485e-05)	(8, 0.0)	(9, 0.13198746927905214)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0007315792014959331)	(26, 0.00017558157739562771)	(28, 2.9263733250536475e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.000995003909780069)	(38, 5.8544975860442835e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00023430493733221568)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5197306628454145)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20783273668385965)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0013039418161101008)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A4	(1, 0.0)	(2, 0.0001450996054378979)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00032647446752014347)	(7, 0.00021764980291810344)	(8, 0.0)	(9, 0.12152118404437735)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006323182517664975)	(26, 0.00019968310291567282)	(28, 3.3280583608314155e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0007654824652928586)	(38, 3.329119777401735e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0001998508446529407)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.525843033047644)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2086415436666495)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.001438029236240549)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A5	(1, 0.0)	(2, 0.0003079720410662238)	(3, 3.079720410662239e-05)	(4, 0.0)	(5, 0.0)	(6, 0.00036956781507812046)	(7, 0.00012318942344886037)	(8, 0.0)	(9, 0.13809585404463168)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005072393737355724)	(26, 0.0002669711561693163)	(28, 5.339435952664833e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008009538826773433)	(38, 2.670842439793202e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0002672514841811174)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5089098771356495)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.19577522429672445)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002518975532650871)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A6	(1, 0.0)	(2, 0.0001566398864674103)	(3, 3.1327977293482055e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0005952364169399272)	(7, 0.00018796974814873295)	(8, 0.0)	(9, 0.10676708453490685)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0003924197583348322)	(26, 0.00013080915271641556)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.000981131853328637)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.00019635718156755863)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.500739347790449)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.219983174277677)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0022170343618155737)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A7	(1, 0.0)	(2, 0.00010653008089894344)	(3, 2.663252022473586e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0005326525323766184)	(7, 0.00013316331041859087)	(8, 0.0)	(9, 0.13193841879501925)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005194501326743394)	(26, 0.0002710196640575754)	(28, 4.5170035824355414e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0007001733493695617)	(38, 6.778239501410778e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4948686793200623)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 2.2675855225548795e-05)	(72, 0.0)	(74, 0.19580231768971412)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002389177622663739)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22A8	(1, 0.0)	(2, 7.120090652994193e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0004628068810127069)	(7, 7.12011093132831e-05)	(8, 0.0)	(9, 0.13036941680156328)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005340647584439152)	(26, 0.00011243579213545366)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008433051828693233)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0001969270379697835)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4841422874404027)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1927984650634279)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0014500476703171617)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B1	(1, 0.0)	(2, 0.00014060497257921826)	(3, 0.0)	(4, 0.0)	(5, 2.81210024237492e-05)	(6, 0.0005343005485579368)	(7, 0.00022496871528803025)	(8, 0.0)	(9, 0.09420607339524875)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0007828758945988087)	(26, 0.00019572305969944764)	(28, 6.524136041284733e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0014027464470552928)	(38, 9.787883513745776e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 3.27847461755774e-05)	(62, 0.5117451865064792)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2551871377810462)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0017286252783356795)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
