Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
O22B2	(1, 0.0)	(2, 0.00013106420992921484)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005242617869777565)	(7, 0.0001834917216399127)	(8, 0.0)	(9, 0.11090801712140876)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.000534988516471494)	(26, 0.00024074702195933838)	(28, 2.6749819371844694e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008292834429280447)	(38, 5.351312315697459e-05)	(40, 0.0)	(42, 0.0)	(44, 8.030980309642478e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5144188563639046)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.23288356842997662)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0027297667414319447)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B3	(1, 0.0)	(2, 0.0001434297142765348)	(3, 2.868594285530696e-05)	(4, 0.0)	(5, 2.8685951084142493e-05)	(6, 0.0005450369793247393)	(7, 0.00017211708896072546)	(8, 2.8686321386627932e-05)	(9, 0.1325021184848344)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006047551635573487)	(26, 0.00010517605551402561)	(28, 5.258819368757617e-05)	(30, 0.0)	(32, 2.629467761541983e-05)	(34, 0.0)	(36, 0.0006047890351222029)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.00015789648201374856)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5121779549103873)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21116301277541508)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00217203808668785)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B4	(1, 0.0)	(2, 0.00011557146332541862)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00046228799039365557)	(7, 2.889305783610066e-05)	(8, 2.889320810246456e-05)	(9, 0.12658114469689724)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00046421759219619286)	(26, 0.00010316050252575596)	(28, 5.1580437500112836e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.001057466058563502)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0001290641993721801)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5182078378029148)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2092444173211275)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0024110411909165747)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B5	(1, 0.0)	(2, 6.523591263084693e-05)	(3, 0.0)	(4, 0.0)	(5, 3.261795631542347e-05)	(6, 0.0005545068851815211)	(7, 0.00019570831241700744)	(8, 0.0)	(9, 0.1336035412766771)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.00036400576585133106)	(26, 0.0002240060571237846)	(28, 5.600159268529598e-05)	(30, 0.0)	(32, 2.8001141326520472e-05)	(34, 0.0)	(36, 0.0008680677092813239)	(38, 5.602490419041073e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00014015047676389184)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.505286515533392)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2014678492414087)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0028693608689955036)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B6	(1, 0.0)	(2, 0.00025235842972490686)	(3, 2.8039825524989656e-05)	(4, 0.0)	(5, 2.803985697429755e-05)	(6, 0.0004486418629404717)	(7, 8.412056158886916e-05)	(8, 0.0)	(9, 0.10885228139744793)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005308633637331256)	(26, 0.00044239500860458297)	(28, 5.898648826006671e-05)	(30, 0.0)	(32, 0.0)	(34, 2.949387043637656e-05)	(36, 0.0007078720981299494)	(38, 2.9497959478653062e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0004132158226241566)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 2.9582280450668296e-05)	(58, 0.0)	(60, 2.9627461338385014e-05)	(62, 0.5112267189153886)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.234947194684253)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002217259145186129)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B7	(1, 0.0)	(2, 8.682741315087999e-05)	(3, 0.0)	(4, 0.0)	(5, 2.894248780363564e-05)	(6, 0.00040519694018424884)	(7, 8.682804140539868e-05)	(8, 0.0)	(9, 0.13252895579686108)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005649643961893889)	(26, 0.00024563874548362466)	(28, 9.825561887038463e-05)	(30, 0.0)	(32, 2.4564453810597744e-05)	(34, 0.0)	(36, 0.0008106596337439775)	(38, 4.914741521456533e-05)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 2.4661982862881346e-05)	(62, 0.4899902968799561)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2091711055175325)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0029411812764399943)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22B8	(1, 0.0)	(2, 6.621472906919307e-05)	(3, 6.621472906919307e-05)	(4, 0.0)	(5, 3.310738645656278e-05)	(6, 0.0005297199370692715)	(7, 0.0001986453052334099)	(8, 0.0)	(9, 0.13607261973893922)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0003241118120929358)	(26, 0.00018906670462405842)	(28, 2.7009799155133485e-05)	(30, 0.0)	(32, 2.7010317130834465e-05)	(34, 0.0)	(36, 0.0004591953600739899)	(38, 5.404231080597621e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00018925670779845782)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4811480152508484)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.1977077106822792)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0019423115803265025)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C1	(1, 0.0)	(2, 0.00013758834461615087)	(3, 3.439708615403772e-05)	(4, 0.0)	(5, 3.4397097985637144e-05)	(6, 0.0005503583004522913)	(7, 6.879490587480978e-05)	(8, 0.0)	(9, 0.10594481100890418)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0009293656113162531)	(26, 0.00014870093008714249)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008550875665434721)	(38, 0.00011154468945028918)	(40, 3.7185420637759715e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 3.73502255953626e-05)	(62, 0.4882429455058115)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.24230130937624603)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.003852276384675893)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C2	(1, 0.0)	(2, 0.0001209151462846554)	(3, 3.022878657116385e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0003022979176207945)	(7, 0.00018137924404758665)	(8, 3.0230157302623523e-05)	(9, 0.10789146402882266)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006042901419604762)	(26, 0.0002862473418753781)	(28, 3.180538159778787e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.001081411865887117)	(38, 6.36243820084245e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00012731275556046416)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5189026067834078)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.24272372197682077)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.003114495290668328)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C3	(1, 0.0)	(2, 0.00012942085461767138)	(3, 3.2355213654417845e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0006471097168053746)	(7, 0.00019413329191823108)	(8, 0.0)	(9, 0.12722259359370178)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005597936188241506)	(26, 0.00014731601996898115)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0007660812234670714)	(38, 2.9472504069416e-05)	(40, 2.9479802355613085e-05)	(42, 0.0)	(44, 0.00020641551206675596)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 2.9552346958738423e-05)	(58, 0.0)	(60, 0.0)	(62, 0.5199972421474439)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21205492589621622)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002629141403314336)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C4	(1, 0.0)	(2, 0.00015308154684616805)	(3, 9.184892810770083e-05)	(4, 0.0)	(5, 0.0)	(6, 0.000367399311922322)	(7, 6.12334623726497e-05)	(8, 0.0)	(9, 0.12268188040368982)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005461751490853341)	(26, 0.00010923610373388118)	(28, 8.192743577776582e-05)	(30, 0.0)	(32, 2.7309510700958674e-05)	(34, 0.0)	(36, 0.0007646911508028301)	(38, 0.0)	(40, 2.732490542167111e-05)	(42, 0.0)	(44, 0.00024598470959045186)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.513425476918756)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21716030051802954)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00262955547818013)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C5	(1, 0.0)	(2, 0.00015179832438937606)	(3, 3.035967409497053e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0006982775920595515)	(7, 0.00021251965427302643)	(8, 0.0)	(9, 0.13734908374741978)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005973824260479516)	(26, 0.00036362890216018944)	(28, 0.00010389434983565212)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0010390071870724647)	(38, 7.795540638932906e-05)	(40, 5.198838683414898e-05)	(42, 0.0)	(44, 0.00026002081206579777)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 2.608238643402917e-05)	(62, 0.49957036583336245)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20751782377686614)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002708031409670118)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C6	(1, 3.527742519951147e-05)	(2, 0.0001411097007980459)	(3, 3.527742519951147e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0004938843012524906)	(7, 0.00010583242493835263)	(8, 0.0)	(9, 0.09838891242681244)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005884928462809606)	(26, 0.00027463592104452674)	(28, 3.923381075649849e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0008239307144891747)	(38, 7.847858280236033e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00027485083452566243)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5320029776080093)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2518487377393322)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002643649293484726)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C7	(1, 0.0)	(2, 3.242396013928036e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00042151298519387003)	(7, 0.0001621210097155879)	(8, 0.0)	(9, 0.12914601508508464)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 1.9812007820195727e-05)	(22, 0.0)	(24, 0.0004649409880488287)	(26, 0.00019144817415876305)	(28, 0.00016409865939600205)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.001039361153931575)	(38, 2.736131575095183e-05)	(40, 5.4740994353740136e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4972303014441538)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2013477579903796)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00308312560018934)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22C8	(1, 0.0)	(2, 0.00016817808309948172)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0006054433392487389)	(7, 0.00010090735897187511)	(8, 0.0)	(9, 0.14002601396089295)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0003190728169370233)	(26, 5.3179198743694604e-05)	(28, 0.0)	(30, 0.0)	(32, 2.658998116099835e-05)	(34, 0.0)	(36, 0.0009572739390945093)	(38, 7.979835487711585e-05)	(40, 2.6607279219448857e-05)	(42, 0.0)	(44, 0.00015968051123312478)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.48247952031258795)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.19631807480113847)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002485713575510407)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D1	(1, 0.0)	(2, 6.0259749650870073e-05)	(3, 3.0129874825435037e-05)	(4, 0.0)	(5, 3.0129911137853082e-05)	(6, 0.000542342812481357)	(7, 3.0130183483778363e-05)	(8, 0.0)	(9, 0.10572710054650275)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0007315953067495985)	(26, 0.00013301962870896137)	(28, 9.9765517778049e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0009977039506415901)	(38, 6.65220919867488e-05)	(40, 3.326527258562315e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 3.336597638022532e-05)	(58, 0.0)	(60, 0.0)	(62, 0.4985329498755924)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.24622766377667687)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.003253889800850724)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D2	(1, 0.0)	(2, 5.9754647417702915e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005377979325852365)	(7, 0.00014938849314217182)	(8, 0.0)	(9, 0.11216158438844598)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005516294521093697)	(26, 0.00036775860325282485)	(28, 3.064667236899084e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.000674263780572499)	(38, 6.130674092139127e-05)	(40, 0.0)	(42, 0.0)	(44, 0.00018400099115200566)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 3.07510828993843e-05)	(60, 0.0)	(62, 0.5177794444916544)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2346840189114665)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0025188361717468446)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D3	(1, 0.0)	(2, 0.0002027165758737736)	(3, 2.8959510839110516e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0006950324869768287)	(7, 5.7919474554526845e-05)	(8, 0.0)	(9, 0.1293631838807739)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006435677680882095)	(26, 0.00013407812839804256)	(28, 2.681567601514764e-05)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0007508560429296579)	(38, 0.00010729081309001566)	(40, 0.0)	(42, 0.0)	(44, 0.0001610154709031626)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 2.6924169423028512e-05)	(62, 0.5192669191913072)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.21439818483386025)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.002431033451020286)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D4	(1, 0.0)	(2, 0.00012529000721357218)	(3, 0.0)	(4, 0.0)	(5, 3.132254104740698e-05)	(6, 0.000751746400857492)	(7, 0.00015661398067947288)	(8, 0.0)	(9, 0.12043652838339723)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0004546223012128471)	(26, 0.00019889979996362976)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0006535663553133382)	(38, 2.8423787299114884e-05)	(40, 2.8430753204572345e-05)	(42, 0.0)	(44, 0.00014219374808216182)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5221615335008688)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.22094200051173332)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0027532360016937147)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D5	(1, 0.0)	(2, 8.97142869104762e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00038876388634697116)	(7, 8.971490397813826e-05)	(8, 0.0)	(9, 0.1370264073392564)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0007269957135813444)	(26, 0.00018175105194912424)	(28, 2.5964489924998974e-05)	(30, 0.0)	(32, 0.0)	(34, 5.1930368645897465e-05)	(36, 0.0009088024528318545)	(38, 2.5975368596974236e-05)	(40, 5.196855590556378e-05)	(42, 0.0)	(44, 0.00015595125587546357)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5140488609778662)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.2065080421279536)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0023007790791928157)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D6	(1, 0.0)	(2, 0.0001138859420901373)	(3, 2.8471485522534326e-05)	(4, 0.0)	(5, 0.0)	(6, 0.00042707410675315205)	(7, 0.00017082978861521957)	(8, 0.0)	(9, 0.1101001749303012)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0006192805022187935)	(26, 0.0003243916256237535)	(28, 5.8980660831120085e-05)	(30, 0.0)	(32, 0.0)	(34, 2.9491695875733792e-05)	(36, 0.0010322270120832495)	(38, 0.0)	(40, 8.849656721815762e-05)	(42, 0.0)	(44, 0.0003246717789681754)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.5071356318188203)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.23784493814105137)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0015089814576358487)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D7	(1, 0.0)	(2, 0.0001355406948737696)	(3, 2.710813897475392e-05)	(4, 0.0)	(5, 2.710813897475392e-05)	(6, 0.0004337306939013398)	(7, 0.00016264909839538533)	(8, 0.0)	(9, 0.1326976137200929)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0005776415827290498)	(26, 0.0002443887238154145)	(28, 0.0)	(30, 0.0)	(32, 2.221754172676512e-05)	(34, 0.0)	(36, 0.0007332034748512319)	(38, 2.2224202645613532e-05)	(40, 2.222958268404427e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.4866444255856568)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.19994401389169253)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0024964331266084973)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
O22D8	(1, 0.0)	(2, 0.00014956867385832736)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005384501251597402)	(7, 5.982786327179439e-05)	(8, 0.0)	(9, 0.14050598907900225)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0003355826157658151)	(26, 0.00026367483619200803)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0007431424136546426)	(38, 7.194073809758473e-05)	(40, 9.594907790537406e-05)	(42, 0.0)	(44, 0.00023992788727420086)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 2.4041484061577936e-05)	(58, 0.0)	(60, 0.0)	(62, 0.4784573829213966)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.20473389649802226)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0020295233196132353)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
